action_id,recommendation_id,action_title,action_text,action_owner,effort_level,dependency,phase,action_deliverable,success_measure,indicative_timeline,workstream_type
ACT-D05-03-03,REC-D05-03-03,Build KPI and exception control for Usage / Timesheet Capture,"Define the small set of KPIs, service thresholds, and exception categories required to manage usage / timesheet capture well. Establish KPI definitions, data ownership, review cadence, escalation rules, and corrective-action tracking so management can act quickly when performance slips or risk accumulates.",Billing / Finance Operations,Medium,"WF-D05-03 agreed process design, data definitions, and owner accountability",Phase 2,"A KPI control pack for usage / timesheet capture covering timesheet compliance, usage capture completeness, and late-entry rate, thresholds, owners, and escalation rules.",Management can review trusted KPIs for usage / timesheet capture regularly and close corrective actions against exceptions.,"2-6 weeks to define KPIs, build visibility, and embed review cadence",visibility_control
ACT-D05-04-01,REC-D05-04-01,Define the operating standard for Billing Setup,"Map the current state of billing setup, identify where ownership or decision rights are unclear, and design the future-state standard. Document scope, triggers, required data, roles, system steps, approvals, handoffs, and evidence such as billing setup form, contract details, and master data rules. Publish the standard, train the relevant teams, and assign a named owner for ongoing governance.",Billing / Finance Operations,Medium,,Phase 2,a governed billing master-data and setup process,The team can point to a current standard for billing setup and apply it consistently without ambiguity.,"2-4 weeks to design and align, depending on complexity",definition
ACT-D05-04-02,REC-D05-04-02,Remove execution friction in Billing Setup,"Diagnose where billing setup breaks down in live operation by reviewing delays, rework, exception volumes, and handoff failures. Remove unnecessary manual steps, clarify turnaround and quality expectations, strengthen adherence to the agreed standard, and create a short-cycle review to resolve recurring blockers until performance stabilises.",Billing / Finance Operations,High,"WF-D05-04 future-state standard, ownership, and service expectations",Phase 1,"A stabilisation plan for billing setup covering the top delay, rework, and quality failure points.","Turnaround, rework, and exception rates improve materially in billing setup over the next review cycles.",4-8 weeks to stabilise and embed,execution
ACT-D05-04-03,REC-D05-04-03,Build KPI and exception control for Billing Setup,"Define the small set of KPIs, service thresholds, and exception categories required to manage billing setup well. Establish KPI definitions, data ownership, review cadence, escalation rules, and corrective-action tracking so management can act quickly when performance slips or risk accumulates.",Billing / Finance Operations,Medium,"WF-D05-04 agreed process design, data definitions, and owner accountability",Phase 2,"A KPI control pack for billing setup covering setup accuracy, invoice failure rate, and setup turnaround time, thresholds, owners, and escalation rules.",Management can review trusted KPIs for billing setup regularly and close corrective actions against exceptions.,"2-6 weeks to define KPIs, build visibility, and embed review cadence",visibility_control
ACT-D05-05-01,REC-D05-05-01,Define the operating standard for Invoice Generation,"Map the current state of invoice generation, identify where ownership or decision rights are unclear, and design the future-state standard. Document scope, triggers, required data, roles, system steps, approvals, handoffs, and evidence such as invoice run calendar, exception queue, and invoice generation rules. Publish the standard, train the relevant teams, and assign a named owner for ongoing governance.",Billing / Finance Operations,Medium,,Phase 2,a repeatable invoice-generation process with controlled exceptions,The team can point to a current standard for invoice generation and apply it consistently without ambiguity.,"2-4 weeks to design and align, depending on complexity",definition
ACT-D05-05-02,REC-D05-05-02,Remove execution friction in Invoice Generation,"Diagnose where invoice generation breaks down in live operation by reviewing delays, rework, exception volumes, and handoff failures. Remove unnecessary manual steps, clarify turnaround and quality expectations, strengthen adherence to the agreed standard, and create a short-cycle review to resolve recurring blockers until performance stabilises.",Billing / Finance Operations,High,"WF-D05-05 future-state standard, ownership, and service expectations",Phase 1,"A stabilisation plan for invoice generation covering the top delay, rework, and quality failure points.","Turnaround, rework, and exception rates improve materially in invoice generation over the next review cycles.",4-8 weeks to stabilise and embed,execution
ACT-D05-05-03,REC-D05-05-03,Build KPI and exception control for Invoice Generation,"Define the small set of KPIs, service thresholds, and exception categories required to manage invoice generation well. Establish KPI definitions, data ownership, review cadence, escalation rules, and corrective-action tracking so management can act quickly when performance slips or risk accumulates.",Billing / Finance Operations,Medium,"WF-D05-05 agreed process design, data definitions, and owner accountability",Phase 2,"A KPI control pack for invoice generation covering invoice-on-time rate, invoice error rate, and billing throughput, thresholds, owners, and escalation rules.",Management can review trusted KPIs for invoice generation regularly and close corrective actions against exceptions.,"2-6 weeks to define KPIs, build visibility, and embed review cadence",visibility_control
ACT-D05-06-01,REC-D05-06-01,Define the operating standard for Invoice Review and Release,"Map the current state of invoice review and release, identify where ownership or decision rights are unclear, and design the future-state standard. Document scope, triggers, required data, roles, system steps, approvals, handoffs, and evidence such as invoice run calendar, exception queue, and invoice generation rules. Publish the standard, train the relevant teams, and assign a named owner for ongoing governance.",Billing / Finance Operations,Medium,,Phase 2,a repeatable invoice-generation process with controlled exceptions,The team can point to a current standard for invoice review and release and apply it consistently without ambiguity.,"2-4 weeks to design and align, depending on complexity",definition
ACT-D05-06-02,REC-D05-06-02,Remove execution friction in Invoice Review and Release,"Diagnose where invoice review and release breaks down in live operation by reviewing delays, rework, exception volumes, and handoff failures. Remove unnecessary manual steps, clarify turnaround and quality expectations, strengthen adherence to the agreed standard, and create a short-cycle review to resolve recurring blockers until performance stabilises.",Billing / Finance Operations,High,"WF-D05-06 future-state standard, ownership, and service expectations",Phase 1,"A stabilisation plan for invoice review and release covering the top delay, rework, and quality failure points.","Turnaround, rework, and exception rates improve materially in invoice review and release over the next review cycles.",4-8 weeks to stabilise and embed,execution
ACT-D05-06-03,REC-D05-06-03,Build KPI and exception control for Invoice Review and Release,"Define the small set of KPIs, service thresholds, and exception categories required to manage invoice review and release well. Establish KPI definitions, data ownership, review cadence, escalation rules, and corrective-action tracking so management can act quickly when performance slips or risk accumulates.",Billing / Finance Operations,Medium,"WF-D05-06 agreed process design, data definitions, and owner accountability",Phase 2,"A KPI control pack for invoice review and release covering invoice-on-time rate, invoice error rate, and billing throughput, thresholds, owners, and escalation rules.",Management can review trusted KPIs for invoice review and release regularly and close corrective actions against exceptions.,"2-6 weeks to define KPIs, build visibility, and embed review cadence",visibility_control
ACT-D05-07-01,REC-D05-07-01,Define the operating standard for Credit Note Management,"Map the current state of credit note management, identify where ownership or decision rights are unclear, and design the future-state standard. Document scope, triggers, required data, roles, system steps, approvals, handoffs, and evidence such as credit note policy, dispute log, and reason code taxonomy. Publish the standard, train the relevant teams, and assign a named owner for ongoing governance.",Billing / Finance Operations,Medium,,Phase 2,a governed correction and dispute process with strong reason-code discipline,The team can point to a current standard for credit note management and apply it consistently without ambiguity.,"2-4 weeks to design and align, depending on complexity",definition
ACT-D05-07-02,REC-D05-07-02,Remove execution friction in Credit Note Management,"Diagnose where credit note management breaks down in live operation by reviewing delays, rework, exception volumes, and handoff failures. Remove unnecessary manual steps, clarify turnaround and quality expectations, strengthen adherence to the agreed standard, and create a short-cycle review to resolve recurring blockers until performance stabilises.",Billing / Finance Operations,High,"WF-D05-07 future-state standard, ownership, and service expectations",Phase 1,"A stabilisation plan for credit note management covering the top delay, rework, and quality failure points.","Turnaround, rework, and exception rates improve materially in credit note management over the next review cycles.",4-8 weeks to stabilise and embed,execution
ACT-D05-07-03,REC-D05-07-03,Build KPI and exception control for Credit Note Management,"Define the small set of KPIs, service thresholds, and exception categories required to manage credit note management well. Establish KPI definitions, data ownership, review cadence, escalation rules, and corrective-action tracking so management can act quickly when performance slips or risk accumulates.",Billing / Finance Operations,Medium,"WF-D05-07 agreed process design, data definitions, and owner accountability",Phase 2,"A KPI control pack for credit note management covering credit note value, dispute aging, and repeat dispute rate, thresholds, owners, and escalation rules.",Management can review trusted KPIs for credit note management regularly and close corrective actions against exceptions.,"2-6 weeks to define KPIs, build visibility, and embed review cadence",visibility_control
ACT-D05-08-01,REC-D05-08-01,Define the operating standard for Billing Dispute Handling,"Map the current state of billing dispute handling, identify where ownership or decision rights are unclear, and design the future-state standard. Document scope, triggers, required data, roles, system steps, approvals, handoffs, and evidence such as credit note policy, dispute log, and reason code taxonomy. Publish the standard, train the relevant teams, and assign a named owner for ongoing governance.",Billing / Finance Operations,Medium,,Phase 2,a governed correction and dispute process with strong reason-code discipline,The team can point to a current standard for billing dispute handling and apply it consistently without ambiguity.,"2-4 weeks to design and align, depending on complexity",definition
ACT-D05-08-02,REC-D05-08-02,Remove execution friction in Billing Dispute Handling,"Diagnose where billing dispute handling breaks down in live operation by reviewing delays, rework, exception volumes, and handoff failures. Remove unnecessary manual steps, clarify turnaround and quality expectations, strengthen adherence to the agreed standard, and create a short-cycle review to resolve recurring blockers until performance stabilises.",Billing / Finance Operations,High,"WF-D05-08 future-state standard, ownership, and service expectations",Phase 1,"A stabilisation plan for billing dispute handling covering the top delay, rework, and quality failure points.","Turnaround, rework, and exception rates improve materially in billing dispute handling over the next review cycles.",4-8 weeks to stabilise and embed,execution
ACT-D05-08-03,REC-D05-08-03,Build KPI and exception control for Billing Dispute Handling,"Define the small set of KPIs, service thresholds, and exception categories required to manage billing dispute handling well. Establish KPI definitions, data ownership, review cadence, escalation rules, and corrective-action tracking so management can act quickly when performance slips or risk accumulates.",Billing / Finance Operations,Medium,"WF-D05-08 agreed process design, data definitions, and owner accountability",Phase 2,"A KPI control pack for billing dispute handling covering credit note value, dispute aging, and repeat dispute rate, thresholds, owners, and escalation rules.",Management can review trusted KPIs for billing dispute handling regularly and close corrective actions against exceptions.,"2-6 weeks to define KPIs, build visibility, and embed review cadence",visibility_control
ACT-D06-01-01,REC-D06-01-01,Define the operating standard for Credit Control,"Map the current state of credit control, identify where ownership or decision rights are unclear, and design the future-state standard. Document scope, triggers, required data, roles, system steps, approvals, handoffs, and evidence such as credit policy, limit register, and risk review log. Publish the standard, train the relevant teams, and assign a named owner for ongoing governance.",Credit Control / Finance,Medium,,Phase 2,"a practical credit-control regime linked to sales, billing, and collections",The team can point to a current standard for credit control and apply it consistently without ambiguity.,"2-4 weeks to design and align, depending on complexity",definition
ACT-D06-01-02,REC-D06-01-02,Remove execution friction in Credit Control,"Diagnose where credit control breaks down in live operation by reviewing delays, rework, exception volumes, and handoff failures. Remove unnecessary manual steps, clarify turnaround and quality expectations, strengthen adherence to the agreed standard, and create a short-cycle review to resolve recurring blockers until performance stabilises.",Credit Control / Finance,High,"WF-D06-01 future-state standard, ownership, and service expectations",Phase 1,"A stabilisation plan for credit control covering the top delay, rework, and quality failure points.","Turnaround, rework, and exception rates improve materially in credit control over the next review cycles.",4-8 weeks to stabilise and embed,execution
ACT-D06-01-03,REC-D06-01-03,Build KPI and exception control for Credit Control,"Define the small set of KPIs, service thresholds, and exception categories required to manage credit control well. Establish KPI definitions, data ownership, review cadence, escalation rules, and corrective-action tracking so management can act quickly when performance slips or risk accumulates.",Credit Control / Finance,Medium,"WF-D06-01 agreed process design, data definitions, and owner accountability",Phase 2,"A KPI control pack for credit control covering over-limit exposure, high-risk debtor balance, and credit-review completion, thresholds, owners, and escalation rules.",Management can review trusted KPIs for credit control regularly and close corrective actions against exceptions.,"2-6 weeks to define KPIs, build visibility, and embed review cadence",visibility_control
ACT-D06-02-01,REC-D06-02-01,Define the operating standard for Payment Terms Setup,"Map the current state of payment terms setup, identify where ownership or decision rights are unclear, and design the future-state standard. Document scope, triggers, required data, roles, system steps, approvals, handoffs, and evidence such as terms policy, contract clause standards, and system setup record. Publish the standard, train the relevant teams, and assign a named owner for ongoing governance.",Credit Control / Finance,Medium,,Phase 2,a controlled payment-terms approval and setup process,The team can point to a current standard for payment terms setup and apply it consistently without ambiguity.,"2-4 weeks to design and align, depending on complexity",definition
ACT-D06-02-02,REC-D06-02-02,Remove execution friction in Payment Terms Setup,"Diagnose where payment terms setup breaks down in live operation by reviewing delays, rework, exception volumes, and handoff failures. Remove unnecessary manual steps, clarify turnaround and quality expectations, strengthen adherence to the agreed standard, and create a short-cycle review to resolve recurring blockers until performance stabilises.",Credit Control / Finance,High,"WF-D06-02 future-state standard, ownership, and service expectations",Phase 1,"A stabilisation plan for payment terms setup covering the top delay, rework, and quality failure points.","Turnaround, rework, and exception rates improve materially in payment terms setup over the next review cycles.",4-8 weeks to stabilise and embed,execution
ACT-D06-02-03,REC-D06-02-03,Build KPI and exception control for Payment Terms Setup,"Define the small set of KPIs, service thresholds, and exception categories required to manage payment terms setup well. Establish KPI definitions, data ownership, review cadence, escalation rules, and corrective-action tracking so management can act quickly when performance slips or risk accumulates.",Credit Control / Finance,Medium,"WF-D06-02 agreed process design, data definitions, and owner accountability",Phase 2,"A KPI control pack for payment terms setup covering average payment terms, terms exception rate, and cash-conversion impact, thresholds, owners, and escalation rules.",Management can review trusted KPIs for payment terms setup regularly and close corrective actions against exceptions.,"2-6 weeks to define KPIs, build visibility, and embed review cadence",visibility_control
ACT-D06-03-01,REC-D06-03-01,Define the operating standard for Collections Follow-Up,"Map the current state of collections follow-up, identify where ownership or decision rights are unclear, and design the future-state standard. Document scope, triggers, required data, roles, system steps, approvals, handoffs, and evidence such as collections playbook, follow-up schedule, and aged debt tracker. Publish the standard, train the relevant teams, and assign a named owner for ongoing governance.",Credit Control / Finance,Medium,,Phase 2,a collections operating rhythm with segmented follow-up actions,The team can point to a current standard for collections follow-up and apply it consistently without ambiguity.,"2-4 weeks to design and align, depending on complexity",definition
ACT-D06-03-02,REC-D06-03-02,Remove execution friction in Collections Follow-Up,"Diagnose where collections follow-up breaks down in live operation by reviewing delays, rework, exception volumes, and handoff failures. Remove unnecessary manual steps, clarify turnaround and quality expectations, strengthen adherence to the agreed standard, and create a short-cycle review to resolve recurring blockers until performance stabilises.",Credit Control / Finance,High,"WF-D06-03 future-state standard, ownership, and service expectations",Phase 1,"A stabilisation plan for collections follow-up covering the top delay, rework, and quality failure points.","Turnaround, rework, and exception rates improve materially in collections follow-up over the next review cycles.",4-8 weeks to stabilise and embed,execution
ACT-D06-03-03,REC-D06-03-03,Build KPI and exception control for Collections Follow-Up,"Define the small set of KPIs, service thresholds, and exception categories required to manage collections follow-up well. Establish KPI definitions, data ownership, review cadence, escalation rules, and corrective-action tracking so management can act quickly when performance slips or risk accumulates.",Credit Control / Finance,Medium,"WF-D06-03 agreed process design, data definitions, and owner accountability",Phase 2,"A KPI control pack for collections follow-up covering DSO, collections effectiveness index, and promise-to-pay kept rate, thresholds, owners, and escalation rules.",Management can review trusted KPIs for collections follow-up regularly and close corrective actions against exceptions.,"2-6 weeks to define KPIs, build visibility, and embed review cadence",visibility_control
ACT-D06-04-01,REC-D06-04-01,Define the operating standard for Dispute Resolution,"Map the current state of dispute resolution, identify where ownership or decision rights are unclear, and design the future-state standard. Document scope, triggers, required data, roles, system steps, approvals, handoffs, and evidence such as dispute workflow, case log, and resolution SLA. Publish the standard, train the relevant teams, and assign a named owner for ongoing governance.",Credit Control / Finance,Medium,,Phase 2,a dispute resolution mechanism with clear cross-functional handoffs,The team can point to a current standard for dispute resolution and apply it consistently without ambiguity.,"2-4 weeks to design and align, depending on complexity",definition
ACT-D06-04-02,REC-D06-04-02,Remove execution friction in Dispute Resolution,"Diagnose where dispute resolution breaks down in live operation by reviewing delays, rework, exception volumes, and handoff failures. Remove unnecessary manual steps, clarify turnaround and quality expectations, strengthen adherence to the agreed standard, and create a short-cycle review to resolve recurring blockers until performance stabilises.",Credit Control / Finance,High,"WF-D06-04 future-state standard, ownership, and service expectations",Phase 1,"A stabilisation plan for dispute resolution covering the top delay, rework, and quality failure points.","Turnaround, rework, and exception rates improve materially in dispute resolution over the next review cycles.",4-8 weeks to stabilise and embed,execution
ACT-D06-04-03,REC-D06-04-03,Build KPI and exception control for Dispute Resolution,"Define the small set of KPIs, service thresholds, and exception categories required to manage dispute resolution well. Establish KPI definitions, data ownership, review cadence, escalation rules, and corrective-action tracking so management can act quickly when performance slips or risk accumulates.",Credit Control / Finance,Medium,"WF-D06-04 agreed process design, data definitions, and owner accountability",Phase 2,"A KPI control pack for dispute resolution covering dispute aging, resolved disputes per period, and cash blocked by dispute, thresholds, owners, and escalation rules.",Management can review trusted KPIs for dispute resolution regularly and close corrective actions against exceptions.,"2-6 weeks to define KPIs, build visibility, and embed review cadence",visibility_control
ACT-D06-05-01,REC-D06-05-01,Define the operating standard for Escalation Management,"Map the current state of escalation management, identify where ownership or decision rights are unclear, and design the future-state standard. Document scope, triggers, required data, roles, system steps, approvals, handoffs, and evidence such as collections playbook, follow-up schedule, and aged debt tracker. Publish the standard, train the relevant teams, and assign a named owner for ongoing governance.",Credit Control / Finance,Medium,,Phase 2,a collections operating rhythm with segmented follow-up actions,The team can point to a current standard for escalation management and apply it consistently without ambiguity.,"2-4 weeks to design and align, depending on complexity",definition
ACT-D06-05-02,REC-D06-05-02,Remove execution friction in Escalation Management,"Diagnose where escalation management breaks down in live operation by reviewing delays, rework, exception volumes, and handoff failures. Remove unnecessary manual steps, clarify turnaround and quality expectations, strengthen adherence to the agreed standard, and create a short-cycle review to resolve recurring blockers until performance stabilises.",Credit Control / Finance,High,"WF-D06-05 future-state standard, ownership, and service expectations",Phase 1,"A stabilisation plan for escalation management covering the top delay, rework, and quality failure points.","Turnaround, rework, and exception rates improve materially in escalation management over the next review cycles.",4-8 weeks to stabilise and embed,execution
ACT-D06-05-03,REC-D06-05-03,Build KPI and exception control for Escalation Management,"Define the small set of KPIs, service thresholds, and exception categories required to manage escalation management well. Establish KPI definitions, data ownership, review cadence, escalation rules, and corrective-action tracking so management can act quickly when performance slips or risk accumulates.",Credit Control / Finance,Medium,"WF-D06-05 agreed process design, data definitions, and owner accountability",Phase 2,"A KPI control pack for escalation management covering DSO, collections effectiveness index, and promise-to-pay kept rate, thresholds, owners, and escalation rules.",Management can review trusted KPIs for escalation management regularly and close corrective actions against exceptions.,"2-6 weeks to define KPIs, build visibility, and embed review cadence",visibility_control
ACT-D06-06-01,REC-D06-06-01,Define the operating standard for Bad Debt Review,"Map the current state of bad debt review, identify where ownership or decision rights are unclear, and design the future-state standard. Document scope, triggers, required data, roles, system steps, approvals, handoffs, and evidence such as bad debt review pack, provision policy, and write-off approvals. Publish the standard, train the relevant teams, and assign a named owner for ongoing governance.",Credit Control / Finance,Medium,,Phase 2,a disciplined bad-debt review process with prevention feedback to sales and credit,The team can point to a current standard for bad debt review and apply it consistently without ambiguity.,"2-4 weeks to design and align, depending on complexity",definition
ACT-D06-06-02,REC-D06-06-02,Remove execution friction in Bad Debt Review,"Diagnose where bad debt review breaks down in live operation by reviewing delays, rework, exception volumes, and handoff failures. Remove unnecessary manual steps, clarify turnaround and quality expectations, strengthen adherence to the agreed standard, and create a short-cycle review to resolve recurring blockers until performance stabilises.",Credit Control / Finance,High,"WF-D06-06 future-state standard, ownership, and service expectations",Phase 1,"A stabilisation plan for bad debt review covering the top delay, rework, and quality failure points.","Turnaround, rework, and exception rates improve materially in bad debt review over the next review cycles.",4-8 weeks to stabilise and embed,execution
ACT-D06-06-03,REC-D06-06-03,Build KPI and exception control for Bad Debt Review,"Define the small set of KPIs, service thresholds, and exception categories required to manage bad debt review well. Establish KPI definitions, data ownership, review cadence, escalation rules, and corrective-action tracking so management can act quickly when performance slips or risk accumulates.",Credit Control / Finance,Medium,"WF-D06-06 agreed process design, data definitions, and owner accountability",Phase 2,"A KPI control pack for bad debt review covering bad debt rate, recovery rate, and write-off aging, thresholds, owners, and escalation rules.",Management can review trusted KPIs for bad debt review regularly and close corrective actions against exceptions.,"2-6 weeks to define KPIs, build visibility, and embed review cadence",visibility_control
ACT-D07-01-01,REC-D07-01-01,Define the operating standard for Customer Onboarding Success,"Map the current state of customer onboarding success, identify where ownership or decision rights are unclear, and design the future-state standard. Document scope, triggers, required data, roles, system steps, approvals, handoffs, and evidence such as onboarding plan, customer kickoff template, and go-live checklist. Publish the standard, train the relevant teams, and assign a named owner for ongoing governance.",Customer Success / Account Management,Medium,,Phase 2,a controlled onboarding methodology with milestone and risk ownership,The team can point to a current standard for customer onboarding success and apply it consistently without ambiguity.,"2-4 weeks to design and align, depending on complexity",definition
ACT-D07-01-02,REC-D07-01-02,Remove execution friction in Customer Onboarding Success,"Diagnose where customer onboarding success breaks down in live operation by reviewing delays, rework, exception volumes, and handoff failures. Remove unnecessary manual steps, clarify turnaround and quality expectations, strengthen adherence to the agreed standard, and create a short-cycle review to resolve recurring blockers until performance stabilises.",Customer Success / Account Management,High,"WF-D07-01 future-state standard, ownership, and service expectations",Phase 1,"A stabilisation plan for customer onboarding success covering the top delay, rework, and quality failure points.","Turnaround, rework, and exception rates improve materially in customer onboarding success over the next review cycles.",4-8 weeks to stabilise and embed,execution
ACT-D07-01-03,REC-D07-01-03,Build KPI and exception control for Customer Onboarding Success,"Define the small set of KPIs, service thresholds, and exception categories required to manage customer onboarding success well. Establish KPI definitions, data ownership, review cadence, escalation rules, and corrective-action tracking so management can act quickly when performance slips or risk accumulates.",Customer Success / Account Management,Medium,"WF-D07-01 agreed process design, data definitions, and owner accountability",Phase 2,"A KPI control pack for customer onboarding success covering time to go-live, time to first value, and onboarding completion rate, thresholds, owners, and escalation rules.",Management can review trusted KPIs for customer onboarding success regularly and close corrective actions against exceptions.,"2-6 weeks to define KPIs, build visibility, and embed review cadence",visibility_control
ACT-D07-02-01,REC-D07-02-01,Define the operating standard for Product / Service Adoption,"Map the current state of product / service adoption, identify where ownership or decision rights are unclear, and design the future-state standard. Document scope, triggers, required data, roles, system steps, approvals, handoffs, and evidence such as success plan, health score logic, and engagement plan. Publish the standard, train the relevant teams, and assign a named owner for ongoing governance.",Customer Success / Account Management,Medium,,Phase 2,a customer-success operating model with lifecycle milestones and risk triggers,The team can point to a current standard for product / service adoption and apply it consistently without ambiguity.,"2-4 weeks to design and align, depending on complexity",definition
ACT-D07-02-02,REC-D07-02-02,Remove execution friction in Product / Service Adoption,"Diagnose where product / service adoption breaks down in live operation by reviewing delays, rework, exception volumes, and handoff failures. Remove unnecessary manual steps, clarify turnaround and quality expectations, strengthen adherence to the agreed standard, and create a short-cycle review to resolve recurring blockers until performance stabilises.",Customer Success / Account Management,High,"WF-D07-02 future-state standard, ownership, and service expectations",Phase 1,"A stabilisation plan for product / service adoption covering the top delay, rework, and quality failure points.","Turnaround, rework, and exception rates improve materially in product / service adoption over the next review cycles.",4-8 weeks to stabilise and embed,execution
ACT-D07-02-03,REC-D07-02-03,Build KPI and exception control for Product / Service Adoption,"Define the small set of KPIs, service thresholds, and exception categories required to manage product / service adoption well. Establish KPI definitions, data ownership, review cadence, escalation rules, and corrective-action tracking so management can act quickly when performance slips or risk accumulates.",Customer Success / Account Management,Medium,"WF-D07-02 agreed process design, data definitions, and owner accountability",Phase 2,"A KPI control pack for product / service adoption covering time to value, adoption depth, and health score coverage, thresholds, owners, and escalation rules.",Management can review trusted KPIs for product / service adoption regularly and close corrective actions against exceptions.,"2-6 weeks to define KPIs, build visibility, and embed review cadence",visibility_control
ACT-D07-03-01,REC-D07-03-01,Define the operating standard for Success Management,"Map the current state of success management, identify where ownership or decision rights are unclear, and design the future-state standard. Document scope, triggers, required data, roles, system steps, approvals, handoffs, and evidence such as success plan, health score logic, and engagement plan. Publish the standard, train the relevant teams, and assign a named owner for ongoing governance.",Customer Success / Account Management,Medium,,Phase 2,a customer-success operating model with lifecycle milestones and risk triggers,The team can point to a current standard for success management and apply it consistently without ambiguity.,"2-4 weeks to design and align, depending on complexity",definition
ACT-D07-03-02,REC-D07-03-02,Remove execution friction in Success Management,"Diagnose where success management breaks down in live operation by reviewing delays, rework, exception volumes, and handoff failures. Remove unnecessary manual steps, clarify turnaround and quality expectations, strengthen adherence to the agreed standard, and create a short-cycle review to resolve recurring blockers until performance stabilises.",Customer Success / Account Management,High,"WF-D07-03 future-state standard, ownership, and service expectations",Phase 1,"A stabilisation plan for success management covering the top delay, rework, and quality failure points.","Turnaround, rework, and exception rates improve materially in success management over the next review cycles.",4-8 weeks to stabilise and embed,execution
ACT-D07-03-03,REC-D07-03-03,Build KPI and exception control for Success Management,"Define the small set of KPIs, service thresholds, and exception categories required to manage success management well. Establish KPI definitions, data ownership, review cadence, escalation rules, and corrective-action tracking so management can act quickly when performance slips or risk accumulates.",Customer Success / Account Management,Medium,"WF-D07-03 agreed process design, data definitions, and owner accountability",Phase 2,"A KPI control pack for success management covering time to value, adoption depth, and health score coverage, thresholds, owners, and escalation rules.",Management can review trusted KPIs for success management regularly and close corrective actions against exceptions.,"2-6 weeks to define KPIs, build visibility, and embed review cadence",visibility_control
ACT-D07-04-01,REC-D07-04-01,Define the operating standard for Renewal Management,"Map the current state of renewal management, identify where ownership or decision rights are unclear, and design the future-state standard. Document scope, triggers, required data, roles, system steps, approvals, handoffs, and evidence such as renewal calendar, at-risk renewal list, and commercial playbook. Publish the standard, train the relevant teams, and assign a named owner for ongoing governance.",Customer Success / Account Management,Medium,,Phase 2,a renewal management discipline with ownership and stage gates,The team can point to a current standard for renewal management and apply it consistently without ambiguity.,"2-4 weeks to design and align, depending on complexity",definition
ACT-D07-04-02,REC-D07-04-02,Remove execution friction in Renewal Management,"Diagnose where renewal management breaks down in live operation by reviewing delays, rework, exception volumes, and handoff failures. Remove unnecessary manual steps, clarify turnaround and quality expectations, strengthen adherence to the agreed standard, and create a short-cycle review to resolve recurring blockers until performance stabilises.",Customer Success / Account Management,High,"WF-D07-04 future-state standard, ownership, and service expectations",Phase 1,"A stabilisation plan for renewal management covering the top delay, rework, and quality failure points.","Turnaround, rework, and exception rates improve materially in renewal management over the next review cycles.",4-8 weeks to stabilise and embed,execution
ACT-D07-04-03,REC-D07-04-03,Build KPI and exception control for Renewal Management,"Define the small set of KPIs, service thresholds, and exception categories required to manage renewal management well. Establish KPI definitions, data ownership, review cadence, escalation rules, and corrective-action tracking so management can act quickly when performance slips or risk accumulates.",Customer Success / Account Management,Medium,"WF-D07-04 agreed process design, data definitions, and owner accountability",Phase 2,"A KPI control pack for renewal management covering on-time renewal start, gross renewal rate, and renewal forecast accuracy, thresholds, owners, and escalation rules.",Management can review trusted KPIs for renewal management regularly and close corrective actions against exceptions.,"2-6 weeks to define KPIs, build visibility, and embed review cadence",visibility_control
ACT-D07-05-01,REC-D07-05-01,Define the operating standard for Churn Prevention,"Map the current state of churn prevention, identify where ownership or decision rights are unclear, and design the future-state standard. Document scope, triggers, required data, roles, system steps, approvals, handoffs, and evidence such as risk signal framework, save playbook, and risk review pack. Publish the standard, train the relevant teams, and assign a named owner for ongoing governance.",Customer Success / Account Management,Medium,,Phase 2,a churn-prevention and save-motion framework tied to real risk signals,The team can point to a current standard for churn prevention and apply it consistently without ambiguity.,"2-4 weeks to design and align, depending on complexity",definition
ACT-D07-05-02,REC-D07-05-02,Remove execution friction in Churn Prevention,"Diagnose where churn prevention breaks down in live operation by reviewing delays, rework, exception volumes, and handoff failures. Remove unnecessary manual steps, clarify turnaround and quality expectations, strengthen adherence to the agreed standard, and create a short-cycle review to resolve recurring blockers until performance stabilises.",Customer Success / Account Management,High,"WF-D07-05 future-state standard, ownership, and service expectations",Phase 1,"A stabilisation plan for churn prevention covering the top delay, rework, and quality failure points.","Turnaround, rework, and exception rates improve materially in churn prevention over the next review cycles.",4-8 weeks to stabilise and embed,execution
ACT-D07-05-03,REC-D07-05-03,Build KPI and exception control for Churn Prevention,"Define the small set of KPIs, service thresholds, and exception categories required to manage churn prevention well. Establish KPI definitions, data ownership, review cadence, escalation rules, and corrective-action tracking so management can act quickly when performance slips or risk accumulates.",Customer Success / Account Management,Medium,"WF-D07-05 agreed process design, data definitions, and owner accountability",Phase 2,"A KPI control pack for churn prevention covering logo churn, save rate, and at-risk intervention lead time, thresholds, owners, and escalation rules.",Management can review trusted KPIs for churn prevention regularly and close corrective actions against exceptions.,"2-6 weeks to define KPIs, build visibility, and embed review cadence",visibility_control
