finding_id,question_id,domain_id,workflow_id,recommendation_id,action_id,score_band,severity_label,finding_title,finding_text,business_impact,likely_root_cause,evidence_to_validate,report_priority
FND-D05-04-02-3,Q-D05-04-02,D05,WF-D05-04,REC-D05-04-02,ACT-D05-04-02,3,Developing,Billing Setup execution is functioning but not yet consistently reliable,"The audit indicates that billing setup can be executed, but performance is still uneven. Routine work is generally completed, yet recurring exceptions, quality misses, or inconsistent adherence to standards still affect predictability and downstream confidence.",Weakness in billing setup increases exposure to billing error / credit note leakage and weakens the business's ability to scale predictably.,"Likely root causes include manual workarounds, unclear service expectations, weak adherence to standards, and recurring exception patterns.","billing setup form, contract details, and master data rules",Medium
FND-D05-04-02-45,Q-D05-04-02,D05,WF-D05-04,REC-D05-04-02,ACT-D05-04-02,4-5,Strong / Managed,Billing Setup execution is disciplined and predictable,"The audit indicates that billing setup runs with good operating discipline. Timelines, quality expectations, and handoffs are generally achieved, and exceptions are the exception rather than the norm.",Current maturity in billing setup supports stronger control over billing error / credit note leakage and provides a base for selective automation or AI.,"Root-cause exposure appears relatively contained; maintain ownership, documentation, and review discipline in billing setup.","billing setup form, contract details, and master data rules",Low
FND-D05-04-03-12,Q-D05-04-03,D05,WF-D05-04,REC-D05-04-03,ACT-D05-04-03,1-2,Critical / Weak,Billing Setup lacks reliable KPI visibility and management control,"The audit indicates that management does not yet have reliable visibility over billing setup. KPI definitions, data quality, or review routines are insufficient, so issues tend to surface late, after they have already affected performance, customer outcomes, or revenue.",Weakness in billing setup increases exposure to billing error / credit note leakage and weakens the business's ability to scale predictably.,"Likely root causes include weak KPI definitions, unreliable source data, poor review cadence, and limited corrective-action tracking.","billing setup form, contract details, and master data rules",High
FND-D05-04-03-3,Q-D05-04-03,D05,WF-D05-04,REC-D05-04-03,ACT-D05-04-03,3,Developing,Billing Setup has partial reporting but incomplete control,"The audit indicates that some reporting is in place for billing setup, but it is not yet strong enough to support full control. Metrics, review cadence, or corrective-action ownership exist in part, but important issues can still remain hidden or unresolved for too long.",Weakness in billing setup increases exposure to billing error / credit note leakage and weakens the business's ability to scale predictably.,"Likely root causes include weak KPI definitions, unreliable source data, poor review cadence, and limited corrective-action tracking.","billing setup form, contract details, and master data rules",Medium
FND-D05-04-03-45,Q-D05-04-03,D05,WF-D05-04,REC-D05-04-03,ACT-D05-04-03,4-5,Strong / Managed,"Billing Setup is visible, measured, and actively managed","The audit indicates that billing setup is supported by clear KPI visibility and active management control. Leaders can see emerging issues early, review them regularly, and hold owners accountable for corrective action.",Current maturity in billing setup supports stronger control over billing error / credit note leakage and provides a base for selective automation or AI.,"Root-cause exposure appears relatively contained; maintain ownership, documentation, and review discipline in billing setup.","billing setup form, contract details, and master data rules",Low
FND-D05-05-01-12,Q-D05-05-01,D05,WF-D05-05,REC-D05-05-01,ACT-D05-05-01,1-2,Critical / Weak,Invoice Generation is not operating from a clear and controlled standard,"The audit indicates that invoice generation is not yet defined as an end-to-end controlled process. Critical elements such as invoice run logic, exception handling, approvals, and issue resolution rules are unclear or inconsistently documented, which leaves teams dependent on tribal knowledge and undermines the business's ability to achieve faster billing, fewer billing errors, and less unbilled work.",Weakness in invoice generation increases exposure to billing error / credit note leakage and weakens the business's ability to scale predictably.,"Likely root causes include unclear ownership, incomplete documentation, missing standards, and poor alignment on invoice run logic, exception handling, approvals, and issue resolution rules.","invoice run calendar, exception queue, and invoice generation rules",High
FND-D05-05-01-3,Q-D05-05-01,D05,WF-D05-05,REC-D05-05-01,ACT-D05-05-01,3,Developing,Invoice Generation has a partial standard but still depends on inconsistent practice,"The audit indicates that invoice generation has some documented structure, but it is not yet complete or consistently applied. The organisation has a workable starting point, but ownership, documentation depth, or downstream handoff clarity still need strengthening.",Weakness in invoice generation increases exposure to billing error / credit note leakage and weakens the business's ability to scale predictably.,"Likely root causes include unclear ownership, incomplete documentation, missing standards, and poor alignment on invoice run logic, exception handling, approvals, and issue resolution rules.","invoice run calendar, exception queue, and invoice generation rules",Medium
FND-D05-05-01-45,Q-D05-05-01,D05,WF-D05-05,REC-D05-05-01,ACT-D05-05-01,4-5,Strong / Managed,Invoice Generation is largely standardised and well owned,"The audit indicates that invoice generation is broadly standardised. The business has a clear operating design, ownership model, and usable process guidance, which supports more consistent execution and scale.",Current maturity in invoice generation supports stronger control over billing error / credit note leakage and provides a base for selective automation or AI.,"Root-cause exposure appears relatively contained; maintain ownership, documentation, and review discipline in invoice generation.","invoice run calendar, exception queue, and invoice generation rules",Low
FND-D05-05-02-12,Q-D05-05-02,D05,WF-D05-05,REC-D05-05-02,ACT-D05-05-02,1-2,Critical / Weak,Invoice Generation execution is unstable and creating avoidable operating friction,"The audit indicates that day-to-day execution of invoice generation is unstable. Common symptoms include late invoice runs, manual corrections, incomplete billing, and avoidable disputes, which create delay, rework, and avoidable customer or commercial friction. This materially raises the risk of billing error / credit note leakage.",Weakness in invoice generation increases exposure to billing error / credit note leakage and weakens the business's ability to scale predictably.,"Likely root causes include manual workarounds, unclear service expectations, weak adherence to standards, and recurring exception patterns.","invoice run calendar, exception queue, and invoice generation rules",High
FND-D05-05-02-3,Q-D05-05-02,D05,WF-D05-05,REC-D05-05-02,ACT-D05-05-02,3,Developing,Invoice Generation execution is functioning but not yet consistently reliable,"The audit indicates that invoice generation can be executed, but performance is still uneven. Routine work is generally completed, yet recurring exceptions, quality misses, or inconsistent adherence to standards still affect predictability and downstream confidence.",Weakness in invoice generation increases exposure to billing error / credit note leakage and weakens the business's ability to scale predictably.,"Likely root causes include manual workarounds, unclear service expectations, weak adherence to standards, and recurring exception patterns.","invoice run calendar, exception queue, and invoice generation rules",Medium
FND-D05-05-02-45,Q-D05-05-02,D05,WF-D05-05,REC-D05-05-02,ACT-D05-05-02,4-5,Strong / Managed,Invoice Generation execution is disciplined and predictable,"The audit indicates that invoice generation runs with good operating discipline. Timelines, quality expectations, and handoffs are generally achieved, and exceptions are the exception rather than the norm.",Current maturity in invoice generation supports stronger control over billing error / credit note leakage and provides a base for selective automation or AI.,"Root-cause exposure appears relatively contained; maintain ownership, documentation, and review discipline in invoice generation.","invoice run calendar, exception queue, and invoice generation rules",Low
FND-D05-05-03-12,Q-D05-05-03,D05,WF-D05-05,REC-D05-05-03,ACT-D05-05-03,1-2,Critical / Weak,Invoice Generation lacks reliable KPI visibility and management control,"The audit indicates that management does not yet have reliable visibility over invoice generation. KPI definitions, data quality, or review routines are insufficient, so issues tend to surface late, after they have already affected performance, customer outcomes, or revenue.",Weakness in invoice generation increases exposure to billing error / credit note leakage and weakens the business's ability to scale predictably.,"Likely root causes include weak KPI definitions, unreliable source data, poor review cadence, and limited corrective-action tracking.","invoice run calendar, exception queue, and invoice generation rules",High
FND-D05-05-03-3,Q-D05-05-03,D05,WF-D05-05,REC-D05-05-03,ACT-D05-05-03,3,Developing,Invoice Generation has partial reporting but incomplete control,"The audit indicates that some reporting is in place for invoice generation, but it is not yet strong enough to support full control. Metrics, review cadence, or corrective-action ownership exist in part, but important issues can still remain hidden or unresolved for too long.",Weakness in invoice generation increases exposure to billing error / credit note leakage and weakens the business's ability to scale predictably.,"Likely root causes include weak KPI definitions, unreliable source data, poor review cadence, and limited corrective-action tracking.","invoice run calendar, exception queue, and invoice generation rules",Medium
FND-D05-05-03-45,Q-D05-05-03,D05,WF-D05-05,REC-D05-05-03,ACT-D05-05-03,4-5,Strong / Managed,"Invoice Generation is visible, measured, and actively managed","The audit indicates that invoice generation is supported by clear KPI visibility and active management control. Leaders can see emerging issues early, review them regularly, and hold owners accountable for corrective action.",Current maturity in invoice generation supports stronger control over billing error / credit note leakage and provides a base for selective automation or AI.,"Root-cause exposure appears relatively contained; maintain ownership, documentation, and review discipline in invoice generation.","invoice run calendar, exception queue, and invoice generation rules",Low
FND-D05-06-01-12,Q-D05-06-01,D05,WF-D05-06,REC-D05-06-01,ACT-D05-06-01,1-2,Critical / Weak,Invoice Review and Release is not operating from a clear and controlled standard,"The audit indicates that invoice review and release is not yet defined as an end-to-end controlled process. Critical elements such as invoice run logic, exception handling, approvals, and issue resolution rules are unclear or inconsistently documented, which leaves teams dependent on tribal knowledge and undermines the business's ability to achieve faster billing, fewer billing errors, and less unbilled work.",Weakness in invoice review and release increases exposure to billing error / credit note leakage and weakens the business's ability to scale predictably.,"Likely root causes include unclear ownership, incomplete documentation, missing standards, and poor alignment on invoice run logic, exception handling, approvals, and issue resolution rules.","invoice run calendar, exception queue, and invoice generation rules",High
FND-D05-06-01-3,Q-D05-06-01,D05,WF-D05-06,REC-D05-06-01,ACT-D05-06-01,3,Developing,Invoice Review and Release has a partial standard but still depends on inconsistent practice,"The audit indicates that invoice review and release has some documented structure, but it is not yet complete or consistently applied. The organisation has a workable starting point, but ownership, documentation depth, or downstream handoff clarity still need strengthening.",Weakness in invoice review and release increases exposure to billing error / credit note leakage and weakens the business's ability to scale predictably.,"Likely root causes include unclear ownership, incomplete documentation, missing standards, and poor alignment on invoice run logic, exception handling, approvals, and issue resolution rules.","invoice run calendar, exception queue, and invoice generation rules",Medium
FND-D05-06-01-45,Q-D05-06-01,D05,WF-D05-06,REC-D05-06-01,ACT-D05-06-01,4-5,Strong / Managed,Invoice Review and Release is largely standardised and well owned,"The audit indicates that invoice review and release is broadly standardised. The business has a clear operating design, ownership model, and usable process guidance, which supports more consistent execution and scale.",Current maturity in invoice review and release supports stronger control over billing error / credit note leakage and provides a base for selective automation or AI.,"Root-cause exposure appears relatively contained; maintain ownership, documentation, and review discipline in invoice review and release.","invoice run calendar, exception queue, and invoice generation rules",Low
FND-D05-06-02-12,Q-D05-06-02,D05,WF-D05-06,REC-D05-06-02,ACT-D05-06-02,1-2,Critical / Weak,Invoice Review and Release execution is unstable and creating avoidable operating friction,"The audit indicates that day-to-day execution of invoice review and release is unstable. Common symptoms include late invoice runs, manual corrections, incomplete billing, and avoidable disputes, which create delay, rework, and avoidable customer or commercial friction. This materially raises the risk of billing error / credit note leakage.",Weakness in invoice review and release increases exposure to billing error / credit note leakage and weakens the business's ability to scale predictably.,"Likely root causes include manual workarounds, unclear service expectations, weak adherence to standards, and recurring exception patterns.","invoice run calendar, exception queue, and invoice generation rules",High
FND-D05-06-02-3,Q-D05-06-02,D05,WF-D05-06,REC-D05-06-02,ACT-D05-06-02,3,Developing,Invoice Review and Release execution is functioning but not yet consistently reliable,"The audit indicates that invoice review and release can be executed, but performance is still uneven. Routine work is generally completed, yet recurring exceptions, quality misses, or inconsistent adherence to standards still affect predictability and downstream confidence.",Weakness in invoice review and release increases exposure to billing error / credit note leakage and weakens the business's ability to scale predictably.,"Likely root causes include manual workarounds, unclear service expectations, weak adherence to standards, and recurring exception patterns.","invoice run calendar, exception queue, and invoice generation rules",Medium
FND-D05-06-02-45,Q-D05-06-02,D05,WF-D05-06,REC-D05-06-02,ACT-D05-06-02,4-5,Strong / Managed,Invoice Review and Release execution is disciplined and predictable,"The audit indicates that invoice review and release runs with good operating discipline. Timelines, quality expectations, and handoffs are generally achieved, and exceptions are the exception rather than the norm.",Current maturity in invoice review and release supports stronger control over billing error / credit note leakage and provides a base for selective automation or AI.,"Root-cause exposure appears relatively contained; maintain ownership, documentation, and review discipline in invoice review and release.","invoice run calendar, exception queue, and invoice generation rules",Low
FND-D05-06-03-12,Q-D05-06-03,D05,WF-D05-06,REC-D05-06-03,ACT-D05-06-03,1-2,Critical / Weak,Invoice Review and Release lacks reliable KPI visibility and management control,"The audit indicates that management does not yet have reliable visibility over invoice review and release. KPI definitions, data quality, or review routines are insufficient, so issues tend to surface late, after they have already affected performance, customer outcomes, or revenue.",Weakness in invoice review and release increases exposure to billing error / credit note leakage and weakens the business's ability to scale predictably.,"Likely root causes include weak KPI definitions, unreliable source data, poor review cadence, and limited corrective-action tracking.","invoice run calendar, exception queue, and invoice generation rules",High
FND-D05-06-03-3,Q-D05-06-03,D05,WF-D05-06,REC-D05-06-03,ACT-D05-06-03,3,Developing,Invoice Review and Release has partial reporting but incomplete control,"The audit indicates that some reporting is in place for invoice review and release, but it is not yet strong enough to support full control. Metrics, review cadence, or corrective-action ownership exist in part, but important issues can still remain hidden or unresolved for too long.",Weakness in invoice review and release increases exposure to billing error / credit note leakage and weakens the business's ability to scale predictably.,"Likely root causes include weak KPI definitions, unreliable source data, poor review cadence, and limited corrective-action tracking.","invoice run calendar, exception queue, and invoice generation rules",Medium
FND-D05-06-03-45,Q-D05-06-03,D05,WF-D05-06,REC-D05-06-03,ACT-D05-06-03,4-5,Strong / Managed,"Invoice Review and Release is visible, measured, and actively managed","The audit indicates that invoice review and release is supported by clear KPI visibility and active management control. Leaders can see emerging issues early, review them regularly, and hold owners accountable for corrective action.",Current maturity in invoice review and release supports stronger control over billing error / credit note leakage and provides a base for selective automation or AI.,"Root-cause exposure appears relatively contained; maintain ownership, documentation, and review discipline in invoice review and release.","invoice run calendar, exception queue, and invoice generation rules",Low
FND-D05-07-01-12,Q-D05-07-01,D05,WF-D05-07,REC-D05-07-01,ACT-D05-07-01,1-2,Critical / Weak,Credit Note Management is not operating from a clear and controlled standard,"The audit indicates that credit note management is not yet defined as an end-to-end controlled process. Critical elements such as credit/dispute reasons, approval rights, turnaround rules, and root-cause ownership are unclear or inconsistently documented, which leaves teams dependent on tribal knowledge and undermines the business's ability to achieve faster billing, fewer billing errors, and less unbilled work.",Weakness in credit note management increases exposure to billing error / credit note leakage and weakens the business's ability to scale predictably.,"Likely root causes include unclear ownership, incomplete documentation, missing standards, and poor alignment on credit/dispute reasons, approval rights, turnaround rules, and root-cause ownership.","credit note policy, dispute log, and reason code taxonomy",High
FND-D05-07-01-3,Q-D05-07-01,D05,WF-D05-07,REC-D05-07-01,ACT-D05-07-01,3,Developing,Credit Note Management has a partial standard but still depends on inconsistent practice,"The audit indicates that credit note management has some documented structure, but it is not yet complete or consistently applied. The organisation has a workable starting point, but ownership, documentation depth, or downstream handoff clarity still need strengthening.",Weakness in credit note management increases exposure to billing error / credit note leakage and weakens the business's ability to scale predictably.,"Likely root causes include unclear ownership, incomplete documentation, missing standards, and poor alignment on credit/dispute reasons, approval rights, turnaround rules, and root-cause ownership.","credit note policy, dispute log, and reason code taxonomy",Medium
FND-D05-07-01-45,Q-D05-07-01,D05,WF-D05-07,REC-D05-07-01,ACT-D05-07-01,4-5,Strong / Managed,Credit Note Management is largely standardised and well owned,"The audit indicates that credit note management is broadly standardised. The business has a clear operating design, ownership model, and usable process guidance, which supports more consistent execution and scale.",Current maturity in credit note management supports stronger control over billing error / credit note leakage and provides a base for selective automation or AI.,"Root-cause exposure appears relatively contained; maintain ownership, documentation, and review discipline in credit note management.","credit note policy, dispute log, and reason code taxonomy",Low
FND-D05-07-02-12,Q-D05-07-02,D05,WF-D05-07,REC-D05-07-02,ACT-D05-07-02,1-2,Critical / Weak,Credit Note Management execution is unstable and creating avoidable operating friction,"The audit indicates that day-to-day execution of credit note management is unstable. Common symptoms include credits are overused, disputes remain open too long, and root causes are never fixed, which create delay, rework, and avoidable customer or commercial friction. This materially raises the risk of billing error / credit note leakage.",Weakness in credit note management increases exposure to billing error / credit note leakage and weakens the business's ability to scale predictably.,"Likely root causes include manual workarounds, unclear service expectations, weak adherence to standards, and recurring exception patterns.","credit note policy, dispute log, and reason code taxonomy",High
FND-D05-07-02-3,Q-D05-07-02,D05,WF-D05-07,REC-D05-07-02,ACT-D05-07-02,3,Developing,Credit Note Management execution is functioning but not yet consistently reliable,"The audit indicates that credit note management can be executed, but performance is still uneven. Routine work is generally completed, yet recurring exceptions, quality misses, or inconsistent adherence to standards still affect predictability and downstream confidence.",Weakness in credit note management increases exposure to billing error / credit note leakage and weakens the business's ability to scale predictably.,"Likely root causes include manual workarounds, unclear service expectations, weak adherence to standards, and recurring exception patterns.","credit note policy, dispute log, and reason code taxonomy",Medium
FND-D05-07-02-45,Q-D05-07-02,D05,WF-D05-07,REC-D05-07-02,ACT-D05-07-02,4-5,Strong / Managed,Credit Note Management execution is disciplined and predictable,"The audit indicates that credit note management runs with good operating discipline. Timelines, quality expectations, and handoffs are generally achieved, and exceptions are the exception rather than the norm.",Current maturity in credit note management supports stronger control over billing error / credit note leakage and provides a base for selective automation or AI.,"Root-cause exposure appears relatively contained; maintain ownership, documentation, and review discipline in credit note management.","credit note policy, dispute log, and reason code taxonomy",Low
FND-D05-07-03-12,Q-D05-07-03,D05,WF-D05-07,REC-D05-07-03,ACT-D05-07-03,1-2,Critical / Weak,Credit Note Management lacks reliable KPI visibility and management control,"The audit indicates that management does not yet have reliable visibility over credit note management. KPI definitions, data quality, or review routines are insufficient, so issues tend to surface late, after they have already affected performance, customer outcomes, or revenue.",Weakness in credit note management increases exposure to billing error / credit note leakage and weakens the business's ability to scale predictably.,"Likely root causes include weak KPI definitions, unreliable source data, poor review cadence, and limited corrective-action tracking.","credit note policy, dispute log, and reason code taxonomy",High
FND-D05-07-03-3,Q-D05-07-03,D05,WF-D05-07,REC-D05-07-03,ACT-D05-07-03,3,Developing,Credit Note Management has partial reporting but incomplete control,"The audit indicates that some reporting is in place for credit note management, but it is not yet strong enough to support full control. Metrics, review cadence, or corrective-action ownership exist in part, but important issues can still remain hidden or unresolved for too long.",Weakness in credit note management increases exposure to billing error / credit note leakage and weakens the business's ability to scale predictably.,"Likely root causes include weak KPI definitions, unreliable source data, poor review cadence, and limited corrective-action tracking.","credit note policy, dispute log, and reason code taxonomy",Medium
FND-D05-07-03-45,Q-D05-07-03,D05,WF-D05-07,REC-D05-07-03,ACT-D05-07-03,4-5,Strong / Managed,"Credit Note Management is visible, measured, and actively managed","The audit indicates that credit note management is supported by clear KPI visibility and active management control. Leaders can see emerging issues early, review them regularly, and hold owners accountable for corrective action.",Current maturity in credit note management supports stronger control over billing error / credit note leakage and provides a base for selective automation or AI.,"Root-cause exposure appears relatively contained; maintain ownership, documentation, and review discipline in credit note management.","credit note policy, dispute log, and reason code taxonomy",Low
FND-D05-08-01-12,Q-D05-08-01,D05,WF-D05-08,REC-D05-08-01,ACT-D05-08-01,1-2,Critical / Weak,Billing Dispute Handling is not operating from a clear and controlled standard,"The audit indicates that billing dispute handling is not yet defined as an end-to-end controlled process. Critical elements such as credit/dispute reasons, approval rights, turnaround rules, and root-cause ownership are unclear or inconsistently documented, which leaves teams dependent on tribal knowledge and undermines the business's ability to achieve faster billing, fewer billing errors, and less unbilled work.",Weakness in billing dispute handling increases exposure to billing error / credit note leakage and weakens the business's ability to scale predictably.,"Likely root causes include unclear ownership, incomplete documentation, missing standards, and poor alignment on credit/dispute reasons, approval rights, turnaround rules, and root-cause ownership.","credit note policy, dispute log, and reason code taxonomy",High
FND-D05-08-01-3,Q-D05-08-01,D05,WF-D05-08,REC-D05-08-01,ACT-D05-08-01,3,Developing,Billing Dispute Handling has a partial standard but still depends on inconsistent practice,"The audit indicates that billing dispute handling has some documented structure, but it is not yet complete or consistently applied. The organisation has a workable starting point, but ownership, documentation depth, or downstream handoff clarity still need strengthening.",Weakness in billing dispute handling increases exposure to billing error / credit note leakage and weakens the business's ability to scale predictably.,"Likely root causes include unclear ownership, incomplete documentation, missing standards, and poor alignment on credit/dispute reasons, approval rights, turnaround rules, and root-cause ownership.","credit note policy, dispute log, and reason code taxonomy",Medium
FND-D05-08-01-45,Q-D05-08-01,D05,WF-D05-08,REC-D05-08-01,ACT-D05-08-01,4-5,Strong / Managed,Billing Dispute Handling is largely standardised and well owned,"The audit indicates that billing dispute handling is broadly standardised. The business has a clear operating design, ownership model, and usable process guidance, which supports more consistent execution and scale.",Current maturity in billing dispute handling supports stronger control over billing error / credit note leakage and provides a base for selective automation or AI.,"Root-cause exposure appears relatively contained; maintain ownership, documentation, and review discipline in billing dispute handling.","credit note policy, dispute log, and reason code taxonomy",Low
FND-D05-08-02-12,Q-D05-08-02,D05,WF-D05-08,REC-D05-08-02,ACT-D05-08-02,1-2,Critical / Weak,Billing Dispute Handling execution is unstable and creating avoidable operating friction,"The audit indicates that day-to-day execution of billing dispute handling is unstable. Common symptoms include credits are overused, disputes remain open too long, and root causes are never fixed, which create delay, rework, and avoidable customer or commercial friction. This materially raises the risk of billing error / credit note leakage.",Weakness in billing dispute handling increases exposure to billing error / credit note leakage and weakens the business's ability to scale predictably.,"Likely root causes include manual workarounds, unclear service expectations, weak adherence to standards, and recurring exception patterns.","credit note policy, dispute log, and reason code taxonomy",High
FND-D05-08-02-3,Q-D05-08-02,D05,WF-D05-08,REC-D05-08-02,ACT-D05-08-02,3,Developing,Billing Dispute Handling execution is functioning but not yet consistently reliable,"The audit indicates that billing dispute handling can be executed, but performance is still uneven. Routine work is generally completed, yet recurring exceptions, quality misses, or inconsistent adherence to standards still affect predictability and downstream confidence.",Weakness in billing dispute handling increases exposure to billing error / credit note leakage and weakens the business's ability to scale predictably.,"Likely root causes include manual workarounds, unclear service expectations, weak adherence to standards, and recurring exception patterns.","credit note policy, dispute log, and reason code taxonomy",Medium
FND-D05-08-02-45,Q-D05-08-02,D05,WF-D05-08,REC-D05-08-02,ACT-D05-08-02,4-5,Strong / Managed,Billing Dispute Handling execution is disciplined and predictable,"The audit indicates that billing dispute handling runs with good operating discipline. Timelines, quality expectations, and handoffs are generally achieved, and exceptions are the exception rather than the norm.",Current maturity in billing dispute handling supports stronger control over billing error / credit note leakage and provides a base for selective automation or AI.,"Root-cause exposure appears relatively contained; maintain ownership, documentation, and review discipline in billing dispute handling.","credit note policy, dispute log, and reason code taxonomy",Low
FND-D05-08-03-12,Q-D05-08-03,D05,WF-D05-08,REC-D05-08-03,ACT-D05-08-03,1-2,Critical / Weak,Billing Dispute Handling lacks reliable KPI visibility and management control,"The audit indicates that management does not yet have reliable visibility over billing dispute handling. KPI definitions, data quality, or review routines are insufficient, so issues tend to surface late, after they have already affected performance, customer outcomes, or revenue.",Weakness in billing dispute handling increases exposure to billing error / credit note leakage and weakens the business's ability to scale predictably.,"Likely root causes include weak KPI definitions, unreliable source data, poor review cadence, and limited corrective-action tracking.","credit note policy, dispute log, and reason code taxonomy",High
FND-D05-08-03-3,Q-D05-08-03,D05,WF-D05-08,REC-D05-08-03,ACT-D05-08-03,3,Developing,Billing Dispute Handling has partial reporting but incomplete control,"The audit indicates that some reporting is in place for billing dispute handling, but it is not yet strong enough to support full control. Metrics, review cadence, or corrective-action ownership exist in part, but important issues can still remain hidden or unresolved for too long.",Weakness in billing dispute handling increases exposure to billing error / credit note leakage and weakens the business's ability to scale predictably.,"Likely root causes include weak KPI definitions, unreliable source data, poor review cadence, and limited corrective-action tracking.","credit note policy, dispute log, and reason code taxonomy",Medium
FND-D05-08-03-45,Q-D05-08-03,D05,WF-D05-08,REC-D05-08-03,ACT-D05-08-03,4-5,Strong / Managed,"Billing Dispute Handling is visible, measured, and actively managed","The audit indicates that billing dispute handling is supported by clear KPI visibility and active management control. Leaders can see emerging issues early, review them regularly, and hold owners accountable for corrective action.",Current maturity in billing dispute handling supports stronger control over billing error / credit note leakage and provides a base for selective automation or AI.,"Root-cause exposure appears relatively contained; maintain ownership, documentation, and review discipline in billing dispute handling.","credit note policy, dispute log, and reason code taxonomy",Low
FND-D06-01-01-12,Q-D06-01-01,D06,WF-D06-01,REC-D06-01-01,ACT-D06-01-01,1-2,Critical / Weak,Credit Control is not operating from a clear and controlled standard,"The audit indicates that credit control is not yet defined as an end-to-end controlled process. Critical elements such as credit checks, limit setting, review triggers, and authority to approve exceptions are unclear or inconsistently documented, which leaves teams dependent on tribal knowledge and undermines the business's ability to achieve lower DSO, better collections, and reduced bad debt risk.",Weakness in credit control increases exposure to bad debt / collections leakage and weakens the business's ability to scale predictably.,"Likely root causes include unclear ownership, incomplete documentation, missing standards, and poor alignment on credit checks, limit setting, review triggers, and authority to approve exceptions.","credit policy, limit register, and risk review log",High
FND-D06-01-01-3,Q-D06-01-01,D06,WF-D06-01,REC-D06-01-01,ACT-D06-01-01,3,Developing,Credit Control has a partial standard but still depends on inconsistent practice,"The audit indicates that credit control has some documented structure, but it is not yet complete or consistently applied. The organisation has a workable starting point, but ownership, documentation depth, or downstream handoff clarity still need strengthening.",Weakness in credit control increases exposure to bad debt / collections leakage and weakens the business's ability to scale predictably.,"Likely root causes include unclear ownership, incomplete documentation, missing standards, and poor alignment on credit checks, limit setting, review triggers, and authority to approve exceptions.","credit policy, limit register, and risk review log",Medium
FND-D06-01-01-45,Q-D06-01-01,D06,WF-D06-01,REC-D06-01-01,ACT-D06-01-01,4-5,Strong / Managed,Credit Control is largely standardised and well owned,"The audit indicates that credit control is broadly standardised. The business has a clear operating design, ownership model, and usable process guidance, which supports more consistent execution and scale.",Current maturity in credit control supports stronger control over bad debt / collections leakage and provides a base for selective automation or AI.,"Root-cause exposure appears relatively contained; maintain ownership, documentation, and review discipline in credit control.","credit policy, limit register, and risk review log",Low
FND-D06-01-02-12,Q-D06-01-02,D06,WF-D06-01,REC-D06-01-02,ACT-D06-01-02,1-2,Critical / Weak,Credit Control execution is unstable and creating avoidable operating friction,"The audit indicates that day-to-day execution of credit control is unstable. Common symptoms include high-risk customers trade unchecked, exposure grows silently, and collections start too late, which create delay, rework, and avoidable customer or commercial friction. This materially raises the risk of bad debt / collections leakage.",Weakness in credit control increases exposure to bad debt / collections leakage and weakens the business's ability to scale predictably.,"Likely root causes include manual workarounds, unclear service expectations, weak adherence to standards, and recurring exception patterns.","credit policy, limit register, and risk review log",High
FND-D06-01-02-3,Q-D06-01-02,D06,WF-D06-01,REC-D06-01-02,ACT-D06-01-02,3,Developing,Credit Control execution is functioning but not yet consistently reliable,"The audit indicates that credit control can be executed, but performance is still uneven. Routine work is generally completed, yet recurring exceptions, quality misses, or inconsistent adherence to standards still affect predictability and downstream confidence.",Weakness in credit control increases exposure to bad debt / collections leakage and weakens the business's ability to scale predictably.,"Likely root causes include manual workarounds, unclear service expectations, weak adherence to standards, and recurring exception patterns.","credit policy, limit register, and risk review log",Medium
FND-D06-01-02-45,Q-D06-01-02,D06,WF-D06-01,REC-D06-01-02,ACT-D06-01-02,4-5,Strong / Managed,Credit Control execution is disciplined and predictable,"The audit indicates that credit control runs with good operating discipline. Timelines, quality expectations, and handoffs are generally achieved, and exceptions are the exception rather than the norm.",Current maturity in credit control supports stronger control over bad debt / collections leakage and provides a base for selective automation or AI.,"Root-cause exposure appears relatively contained; maintain ownership, documentation, and review discipline in credit control.","credit policy, limit register, and risk review log",Low
FND-D06-01-03-12,Q-D06-01-03,D06,WF-D06-01,REC-D06-01-03,ACT-D06-01-03,1-2,Critical / Weak,Credit Control lacks reliable KPI visibility and management control,"The audit indicates that management does not yet have reliable visibility over credit control. KPI definitions, data quality, or review routines are insufficient, so issues tend to surface late, after they have already affected performance, customer outcomes, or revenue.",Weakness in credit control increases exposure to bad debt / collections leakage and weakens the business's ability to scale predictably.,"Likely root causes include weak KPI definitions, unreliable source data, poor review cadence, and limited corrective-action tracking.","credit policy, limit register, and risk review log",High
FND-D06-01-03-3,Q-D06-01-03,D06,WF-D06-01,REC-D06-01-03,ACT-D06-01-03,3,Developing,Credit Control has partial reporting but incomplete control,"The audit indicates that some reporting is in place for credit control, but it is not yet strong enough to support full control. Metrics, review cadence, or corrective-action ownership exist in part, but important issues can still remain hidden or unresolved for too long.",Weakness in credit control increases exposure to bad debt / collections leakage and weakens the business's ability to scale predictably.,"Likely root causes include weak KPI definitions, unreliable source data, poor review cadence, and limited corrective-action tracking.","credit policy, limit register, and risk review log",Medium
