question_id,domain_id,workflow_id,step_id,question_text,question_type,question_intent,score_1_guidance,score_3_guidance,score_5_guidance,primary_driver,secondary_driver,linked_metric,issue_type,recommendation_id,action_id,owner_role,automation_flag,ai_flag,roadmap_phase,priority_weight,audit_scoring_focus,evidence_examples,customer_impact_if_weak,severity_band_logic
Q-D04-07-02,D04,WF-D04-07,ST-D04-07-02,"Does quality assurance run consistently in practice, meeting expected turnaround, quality, and handoff standards so that quality is checked before errors reach customers, billing, or downstream teams without avoidable delay, rework, or dependence on individual heroics?",quality,execution,"Quality Assurance is executed inconsistently and is regularly affected by avoidable defects, repeated errors, and quality issues discovered too late. Work is often delayed, reworked, or completed through manual chasing, with limited confidence in turnaround, quality, or downstream readiness.","Quality Assurance usually happens, but performance is still uneven. The team can complete routine work, yet exceptions, delays, quality misses, or inconsistent adherence to standards still create friction often enough to affect business performance.","Quality Assurance runs predictably and at the expected quality level. Turnaround, handoffs, and exception handling are controlled, and teams rarely need to rely on ad hoc workarounds to complete the workflow successfully.",Service Quality,Invoice Accuracy,Billing Error / Credit Note Leakage,inconsistent_workflow_execution,REC-D04-07-02,ACT-D04-07-02,Delivery Operations,Yes,No,Phase 1,High,"Look for evidence of real operating discipline in quality assurance, including turnaround, quality, rework, SLA adherence, and exception handling.","QA checklist, defect log, and approval gate","If weak, day-to-day performance in quality assurance creates avoidable delay, rework, and customer or commercial friction.",Scores 1-2 = Critical / Weak; Score 3 = Developing; Scores 4-5 = Strong / Managed
Q-D04-07-03,D04,WF-D04-07,ST-D04-07-03,"Is quality assurance controlled through defined KPIs, timely exception visibility, and management review so issues are identified early and corrected before they materially affect billing error / credit note leakage?",control,visibility_control,"The business has weak visibility over quality assurance. KPIs such as defect rate, rework rate, and escaped defects are absent, unreliable, or reviewed too late, so issues are usually discovered after they have already affected performance, customers, or revenue.","Basic reporting exists for quality assurance, but KPI definitions, data quality, review cadence, or action follow-through are not yet strong enough to provide full control. Some issues are surfaced in time, but others still remain hidden or unresolved for too long.","Quality Assurance is actively controlled through trusted KPIs such as defect rate, rework rate, and escaped defects, regular review, clear thresholds, and owned corrective actions. Exceptions are visible early and leaders can intervene before the issue becomes material.",Service Quality,Invoice Accuracy,Billing Error / Credit Note Leakage,weak_workflow_visibility_and_control,REC-D04-07-03,ACT-D04-07-03,Delivery Operations,Yes,No,Phase 2,High,"Look for trusted KPI visibility over quality assurance, including metric definitions, review cadence, escalation, and closure of corrective actions.","QA checklist, defect log, and approval gate","If weak, leaders cannot see performance issues in quality assurance early enough to protect billing error / credit note leakage.",Scores 1-2 = Critical / Weak; Score 3 = Developing; Scores 4-5 = Strong / Managed
Q-D04-08-01,D04,WF-D04-08,ST-D04-08-01,"Is change and scope control designed as a clear end-to-end operating process—with documented scope, trigger points, required inputs, decision rights, systems, and ownership—so that scope, change requests, and commercial impacts are approved before work proceeds?",process,definition,"There is no single agreed operating design for change and scope control. Key elements such as change request criteria, approval rights, pricing impact rules, and communication standards are unclear, poorly documented, or owned informally, and evidence such as change request form, scope baseline, and approval log is missing, outdated, or not used in practice.","A baseline design exists for change and scope control, but it is not yet complete or consistently adopted. Some ownership, documentation, or handoff rules are defined, but teams still rely on local workarounds or individual interpretation in important areas.","Change and Scope Control is defined as a controlled end-to-end process. Scope, triggers, entry and exit criteria, ownership, decision rights, system steps, and handoffs are documented, current, and used consistently by the teams involved.",Billing Setup Accuracy,Invoice Readiness,Unbilled / Uninvoiced Revenue Leakage,unclear_workflow_definition,REC-D04-08-01,ACT-D04-08-01,Delivery Operations,No,No,Phase 2,High,"Look for documented standards, ownership, decision rights, entry/exit criteria, required systems, and handoff rules for change and scope control.","change request form, scope baseline, and approval log","If weak, change and scope control becomes dependent on tribal knowledge and makes it harder to scale with strong service quality, delivery predictability, and customer experience.",Scores 1-2 = Critical / Weak; Score 3 = Developing; Scores 4-5 = Strong / Managed
Q-D04-08-02,D04,WF-D04-08,ST-D04-08-02,"Does change and scope control run consistently in practice, meeting expected turnaround, quality, and handoff standards so that scope changes are evaluated and approved before work proceeds without avoidable delay, rework, or dependence on individual heroics?",quality,execution,"Change and Scope Control is executed inconsistently and is regularly affected by scope creep, unpriced work, delivery confusion, and customer disputes. Work is often delayed, reworked, or completed through manual chasing, with limited confidence in turnaround, quality, or downstream readiness.","Change and Scope Control usually happens, but performance is still uneven. The team can complete routine work, yet exceptions, delays, quality misses, or inconsistent adherence to standards still create friction often enough to affect business performance.","Change and Scope Control runs predictably and at the expected quality level. Turnaround, handoffs, and exception handling are controlled, and teams rarely need to rely on ad hoc workarounds to complete the workflow successfully.",Billing Setup Accuracy,Invoice Readiness,Unbilled / Uninvoiced Revenue Leakage,inconsistent_workflow_execution,REC-D04-08-02,ACT-D04-08-02,Delivery Operations,Yes,No,Phase 1,High,"Look for evidence of real operating discipline in change and scope control, including turnaround, quality, rework, SLA adherence, and exception handling.","change request form, scope baseline, and approval log","If weak, day-to-day performance in change and scope control creates avoidable delay, rework, and customer or commercial friction.",Scores 1-2 = Critical / Weak; Score 3 = Developing; Scores 4-5 = Strong / Managed
Q-D04-08-03,D04,WF-D04-08,ST-D04-08-03,"Is change and scope control controlled through defined KPIs, timely exception visibility, and management review so issues are identified early and corrected before they materially affect unbilled / uninvoiced revenue leakage?",control,visibility_control,"The business has weak visibility over change and scope control. KPIs such as approved change rate, unbilled change value, and scope variance are absent, unreliable, or reviewed too late, so issues are usually discovered after they have already affected performance, customers, or revenue.","Basic reporting exists for change and scope control, but KPI definitions, data quality, review cadence, or action follow-through are not yet strong enough to provide full control. Some issues are surfaced in time, but others still remain hidden or unresolved for too long.","Change and Scope Control is actively controlled through trusted KPIs such as approved change rate, unbilled change value, and scope variance, regular review, clear thresholds, and owned corrective actions. Exceptions are visible early and leaders can intervene before the issue becomes material.",Billing Setup Accuracy,Invoice Readiness,Unbilled / Uninvoiced Revenue Leakage,weak_workflow_visibility_and_control,REC-D04-08-03,ACT-D04-08-03,Delivery Operations,Yes,No,Phase 2,High,"Look for trusted KPI visibility over change and scope control, including metric definitions, review cadence, escalation, and closure of corrective actions.","change request form, scope baseline, and approval log","If weak, leaders cannot see performance issues in change and scope control early enough to protect unbilled / uninvoiced revenue leakage.",Scores 1-2 = Critical / Weak; Score 3 = Developing; Scores 4-5 = Strong / Managed
Q-D05-01-01,D05,WF-D05-01,ST-D05-01-01,"Is billable event definition designed as a clear end-to-end operating process—with documented scope, trigger points, required inputs, decision rights, systems, and ownership—so that the business knows exactly which events, products, or services create a valid billing trigger?",process,definition,"There is no single agreed operating design for billable event definition. Key elements such as what counts as billable, the trigger point, required evidence, and owner responsibility are unclear, poorly documented, or owned informally, and evidence such as billing rules, milestone acceptance criteria, and billable event register is missing, outdated, or not used in practice.","A baseline design exists for billable event definition, but it is not yet complete or consistently adopted. Some ownership, documentation, or handoff rules are defined, but teams still rely on local workarounds or individual interpretation in important areas.","Billable Event Definition is defined as a controlled end-to-end process. Scope, triggers, entry and exit criteria, ownership, decision rights, system steps, and handoffs are documented, current, and used consistently by the teams involved.",Invoice Readiness,Billing Setup Accuracy,Unbilled / Uninvoiced Revenue Leakage,unclear_workflow_definition,REC-D05-01-01,ACT-D05-01-01,Billing / Finance Operations,No,No,Phase 2,High,"Look for documented standards, ownership, decision rights, entry/exit criteria, required systems, and handoff rules for billable event definition.","billing rules, milestone acceptance criteria, and billable event register","If weak, billable event definition becomes dependent on tribal knowledge and makes it harder to scale with strong invoice readiness, billing accuracy, and revenue capture completeness.",Scores 1-2 = Critical / Weak; Score 3 = Developing; Scores 4-5 = Strong / Managed
Q-D05-01-02,D05,WF-D05-01,ST-D05-01-02,"Does billable event definition run consistently in practice, meeting expected turnaround, quality, and handoff standards so that teams recognize billable events consistently and pass them into billing without avoidable delay, rework, or dependence on individual heroics?",quality,execution,"Billable Event Definition is executed inconsistently and is regularly affected by billable events are not recognised clearly, milestones are ambiguous, and billing waits on manual interpretation. Work is often delayed, reworked, or completed through manual chasing, with limited confidence in turnaround, quality, or downstream readiness.","Billable Event Definition usually happens, but performance is still uneven. The team can complete routine work, yet exceptions, delays, quality misses, or inconsistent adherence to standards still create friction often enough to affect business performance.","Billable Event Definition runs predictably and at the expected quality level. Turnaround, handoffs, and exception handling are controlled, and teams rarely need to rely on ad hoc workarounds to complete the workflow successfully.",Invoice Readiness,Billing Setup Accuracy,Unbilled / Uninvoiced Revenue Leakage,inconsistent_workflow_execution,REC-D05-01-02,ACT-D05-01-02,Billing / Finance Operations,Yes,No,Phase 1,High,"Look for evidence of real operating discipline in billable event definition, including turnaround, quality, rework, SLA adherence, and exception handling.","billing rules, milestone acceptance criteria, and billable event register","If weak, day-to-day performance in billable event definition creates avoidable delay, rework, and customer or commercial friction.",Scores 1-2 = Critical / Weak; Score 3 = Developing; Scores 4-5 = Strong / Managed
Q-D05-01-03,D05,WF-D05-01,ST-D05-01-03,"Is billable event definition controlled through defined KPIs, timely exception visibility, and management review so issues are identified early and corrected before they materially affect unbilled / uninvoiced revenue leakage?",control,visibility_control,"The business has weak visibility over billable event definition. KPIs such as billable event capture rate, unbilled revenue aging, and trigger-to-invoice lead time are absent, unreliable, or reviewed too late, so issues are usually discovered after they have already affected performance, customers, or revenue.","Basic reporting exists for billable event definition, but KPI definitions, data quality, review cadence, or action follow-through are not yet strong enough to provide full control. Some issues are surfaced in time, but others still remain hidden or unresolved for too long.","Billable Event Definition is actively controlled through trusted KPIs such as billable event capture rate, unbilled revenue aging, and trigger-to-invoice lead time, regular review, clear thresholds, and owned corrective actions. Exceptions are visible early and leaders can intervene before the issue becomes material.",Invoice Readiness,Billing Setup Accuracy,Unbilled / Uninvoiced Revenue Leakage,weak_workflow_visibility_and_control,REC-D05-01-03,ACT-D05-01-03,Billing / Finance Operations,Yes,Yes,Phase 2,High,"Look for trusted KPI visibility over billable event definition, including metric definitions, review cadence, escalation, and closure of corrective actions.","billing rules, milestone acceptance criteria, and billable event register","If weak, leaders cannot see performance issues in billable event definition early enough to protect unbilled / uninvoiced revenue leakage.",Scores 1-2 = Critical / Weak; Score 3 = Developing; Scores 4-5 = Strong / Managed
Q-D05-02-01,D05,WF-D05-02,ST-D05-02-01,"Is delivery-to-billing trigger designed as a clear end-to-end operating process—with documented scope, trigger points, required inputs, decision rights, systems, and ownership—so that completed work or billable milestones are converted into bill-ready signals immediately?",process,definition,"There is no single agreed operating design for delivery-to-billing trigger. Key elements such as what counts as billable, the trigger point, required evidence, and owner responsibility are unclear, poorly documented, or owned informally, and evidence such as billing rules, milestone acceptance criteria, and billable event register is missing, outdated, or not used in practice.","A baseline design exists for delivery-to-billing trigger, but it is not yet complete or consistently adopted. Some ownership, documentation, or handoff rules are defined, but teams still rely on local workarounds or individual interpretation in important areas.","Delivery-to-Billing Trigger is defined as a controlled end-to-end process. Scope, triggers, entry and exit criteria, ownership, decision rights, system steps, and handoffs are documented, current, and used consistently by the teams involved.",Delivery-to-Billing Handoff,Billing Workflow Speed,Unbilled / Uninvoiced Revenue Leakage,unclear_workflow_definition,REC-D05-02-01,ACT-D05-02-01,Billing / Finance Operations,No,No,Phase 2,High,"Look for documented standards, ownership, decision rights, entry/exit criteria, required systems, and handoff rules for delivery-to-billing trigger.","billing rules, milestone acceptance criteria, and billable event register","If weak, delivery-to-billing trigger becomes dependent on tribal knowledge and makes it harder to scale with strong invoice readiness, billing accuracy, and revenue capture completeness.",Scores 1-2 = Critical / Weak; Score 3 = Developing; Scores 4-5 = Strong / Managed
Q-D05-02-02,D05,WF-D05-02,ST-D05-02-02,"Does delivery-to-billing trigger run consistently in practice, meeting expected turnaround, quality, and handoff standards so that teams recognize billable events consistently and pass them into billing without avoidable delay, rework, or dependence on individual heroics?",quality,execution,"Delivery-to-Billing Trigger is executed inconsistently and is regularly affected by billable events are not recognised clearly, milestones are ambiguous, and billing waits on manual interpretation. Work is often delayed, reworked, or completed through manual chasing, with limited confidence in turnaround, quality, or downstream readiness.","Delivery-to-Billing Trigger usually happens, but performance is still uneven. The team can complete routine work, yet exceptions, delays, quality misses, or inconsistent adherence to standards still create friction often enough to affect business performance.","Delivery-to-Billing Trigger runs predictably and at the expected quality level. Turnaround, handoffs, and exception handling are controlled, and teams rarely need to rely on ad hoc workarounds to complete the workflow successfully.",Delivery-to-Billing Handoff,Billing Workflow Speed,Unbilled / Uninvoiced Revenue Leakage,inconsistent_workflow_execution,REC-D05-02-02,ACT-D05-02-02,Billing / Finance Operations,Yes,No,Phase 1,High,"Look for evidence of real operating discipline in delivery-to-billing trigger, including turnaround, quality, rework, SLA adherence, and exception handling.","billing rules, milestone acceptance criteria, and billable event register","If weak, day-to-day performance in delivery-to-billing trigger creates avoidable delay, rework, and customer or commercial friction.",Scores 1-2 = Critical / Weak; Score 3 = Developing; Scores 4-5 = Strong / Managed
Q-D05-02-03,D05,WF-D05-02,ST-D05-02-03,"Is delivery-to-billing trigger controlled through defined KPIs, timely exception visibility, and management review so issues are identified early and corrected before they materially affect unbilled / uninvoiced revenue leakage?",control,visibility_control,"The business has weak visibility over delivery-to-billing trigger. KPIs such as billable event capture rate, unbilled revenue aging, and trigger-to-invoice lead time are absent, unreliable, or reviewed too late, so issues are usually discovered after they have already affected performance, customers, or revenue.","Basic reporting exists for delivery-to-billing trigger, but KPI definitions, data quality, review cadence, or action follow-through are not yet strong enough to provide full control. Some issues are surfaced in time, but others still remain hidden or unresolved for too long.","Delivery-to-Billing Trigger is actively controlled through trusted KPIs such as billable event capture rate, unbilled revenue aging, and trigger-to-invoice lead time, regular review, clear thresholds, and owned corrective actions. Exceptions are visible early and leaders can intervene before the issue becomes material.",Delivery-to-Billing Handoff,Billing Workflow Speed,Unbilled / Uninvoiced Revenue Leakage,weak_workflow_visibility_and_control,REC-D05-02-03,ACT-D05-02-03,Billing / Finance Operations,Yes,Yes,Phase 2,High,"Look for trusted KPI visibility over delivery-to-billing trigger, including metric definitions, review cadence, escalation, and closure of corrective actions.","billing rules, milestone acceptance criteria, and billable event register","If weak, leaders cannot see performance issues in delivery-to-billing trigger early enough to protect unbilled / uninvoiced revenue leakage.",Scores 1-2 = Critical / Weak; Score 3 = Developing; Scores 4-5 = Strong / Managed
Q-D05-03-01,D05,WF-D05-03,ST-D05-03-01,"Is usage / timesheet capture designed as a clear end-to-end operating process—with documented scope, trigger points, required inputs, decision rights, systems, and ownership—so that all billable time, usage, and units are recorded completely and accurately?",process,definition,"There is no single agreed operating design for usage / timesheet capture. Key elements such as capture rules, approval steps, unit definitions, and timing expectations are unclear, poorly documented, or owned informally, and evidence such as timesheet policy, usage rules, and approval workflow is missing, outdated, or not used in practice.","A baseline design exists for usage / timesheet capture, but it is not yet complete or consistently adopted. Some ownership, documentation, or handoff rules are defined, but teams still rely on local workarounds or individual interpretation in important areas.","Usage / Timesheet Capture is defined as a controlled end-to-end process. Scope, triggers, entry and exit criteria, ownership, decision rights, system steps, and handoffs are documented, current, and used consistently by the teams involved.",Timesheet / Usage Capture,Invoice Accuracy,Unbilled / Uninvoiced Revenue Leakage,unclear_workflow_definition,REC-D05-03-01,ACT-D05-03-01,Billing / Finance Operations,No,No,Phase 2,High,"Look for documented standards, ownership, decision rights, entry/exit criteria, required systems, and handoff rules for usage / timesheet capture.","timesheet policy, usage rules, and approval workflow","If weak, usage / timesheet capture becomes dependent on tribal knowledge and makes it harder to scale with strong invoice readiness, billing accuracy, and revenue capture completeness.",Scores 1-2 = Critical / Weak; Score 3 = Developing; Scores 4-5 = Strong / Managed
Q-D05-03-02,D05,WF-D05-03,ST-D05-03-02,"Does usage / timesheet capture run consistently in practice, meeting expected turnaround, quality, and handoff standards so that all billable usage, time, and units are recorded accurately before invoicing without avoidable delay, rework, or dependence on individual heroics?",quality,execution,"Usage / Timesheet Capture is executed inconsistently and is regularly affected by late or missing timesheets, inaccurate units, and invoice delays. Work is often delayed, reworked, or completed through manual chasing, with limited confidence in turnaround, quality, or downstream readiness.","Usage / Timesheet Capture usually happens, but performance is still uneven. The team can complete routine work, yet exceptions, delays, quality misses, or inconsistent adherence to standards still create friction often enough to affect business performance.","Usage / Timesheet Capture runs predictably and at the expected quality level. Turnaround, handoffs, and exception handling are controlled, and teams rarely need to rely on ad hoc workarounds to complete the workflow successfully.",Timesheet / Usage Capture,Invoice Accuracy,Unbilled / Uninvoiced Revenue Leakage,inconsistent_workflow_execution,REC-D05-03-02,ACT-D05-03-02,Billing / Finance Operations,Yes,No,Phase 1,High,"Look for evidence of real operating discipline in usage / timesheet capture, including turnaround, quality, rework, SLA adherence, and exception handling.","timesheet policy, usage rules, and approval workflow","If weak, day-to-day performance in usage / timesheet capture creates avoidable delay, rework, and customer or commercial friction.",Scores 1-2 = Critical / Weak; Score 3 = Developing; Scores 4-5 = Strong / Managed
Q-D05-03-03,D05,WF-D05-03,ST-D05-03-03,"Is usage / timesheet capture controlled through defined KPIs, timely exception visibility, and management review so issues are identified early and corrected before they materially affect unbilled / uninvoiced revenue leakage?",control,visibility_control,"The business has weak visibility over usage / timesheet capture. KPIs such as timesheet compliance, usage capture completeness, and late-entry rate are absent, unreliable, or reviewed too late, so issues are usually discovered after they have already affected performance, customers, or revenue.","Basic reporting exists for usage / timesheet capture, but KPI definitions, data quality, review cadence, or action follow-through are not yet strong enough to provide full control. Some issues are surfaced in time, but others still remain hidden or unresolved for too long.","Usage / Timesheet Capture is actively controlled through trusted KPIs such as timesheet compliance, usage capture completeness, and late-entry rate, regular review, clear thresholds, and owned corrective actions. Exceptions are visible early and leaders can intervene before the issue becomes material.",Timesheet / Usage Capture,Invoice Accuracy,Unbilled / Uninvoiced Revenue Leakage,weak_workflow_visibility_and_control,REC-D05-03-03,ACT-D05-03-03,Billing / Finance Operations,Yes,Yes,Phase 2,High,"Look for trusted KPI visibility over usage / timesheet capture, including metric definitions, review cadence, escalation, and closure of corrective actions.","timesheet policy, usage rules, and approval workflow","If weak, leaders cannot see performance issues in usage / timesheet capture early enough to protect unbilled / uninvoiced revenue leakage.",Scores 1-2 = Critical / Weak; Score 3 = Developing; Scores 4-5 = Strong / Managed
Q-D05-04-01,D05,WF-D05-04,ST-D05-04-01,"Is billing setup designed as a clear end-to-end operating process—with documented scope, trigger points, required inputs, decision rights, systems, and ownership—so that customer, contract, tax, price, and billing rule setup is correct before invoices are produced?",process,definition,"There is no single agreed operating design for billing setup. Key elements such as customer master, tax, contract, price, billing frequency, and invoice instructions are unclear, poorly documented, or owned informally, and evidence such as billing setup form, contract details, and master data rules is missing, outdated, or not used in practice.","A baseline design exists for billing setup, but it is not yet complete or consistently adopted. Some ownership, documentation, or handoff rules are defined, but teams still rely on local workarounds or individual interpretation in important areas.","Billing Setup is defined as a controlled end-to-end process. Scope, triggers, entry and exit criteria, ownership, decision rights, system steps, and handoffs are documented, current, and used consistently by the teams involved.",Billing Setup Accuracy,Contract-to-Billing Setup Quality,Billing Error / Credit Note Leakage,unclear_workflow_definition,REC-D05-04-01,ACT-D05-04-01,Billing / Finance Operations,No,No,Phase 2,High,"Look for documented standards, ownership, decision rights, entry/exit criteria, required systems, and handoff rules for billing setup.","billing setup form, contract details, and master data rules","If weak, billing setup becomes dependent on tribal knowledge and makes it harder to scale with strong invoice readiness, billing accuracy, and revenue capture completeness.",Scores 1-2 = Critical / Weak; Score 3 = Developing; Scores 4-5 = Strong / Managed
Q-D05-04-02,D05,WF-D05-04,ST-D05-04-02,"Does billing setup run consistently in practice, meeting expected turnaround, quality, and handoff standards so that billing setup is complete and correct before billing begins or changes are applied without avoidable delay, rework, or dependence on individual heroics?",quality,execution,"Billing Setup is executed inconsistently and is regularly affected by incorrect setup, billing rework, credit notes, and delays to invoice release. Work is often delayed, reworked, or completed through manual chasing, with limited confidence in turnaround, quality, or downstream readiness.","Billing Setup usually happens, but performance is still uneven. The team can complete routine work, yet exceptions, delays, quality misses, or inconsistent adherence to standards still create friction often enough to affect business performance.","Billing Setup runs predictably and at the expected quality level. Turnaround, handoffs, and exception handling are controlled, and teams rarely need to rely on ad hoc workarounds to complete the workflow successfully.",Billing Setup Accuracy,Contract-to-Billing Setup Quality,Billing Error / Credit Note Leakage,inconsistent_workflow_execution,REC-D05-04-02,ACT-D05-04-02,Billing / Finance Operations,Yes,No,Phase 1,High,"Look for evidence of real operating discipline in billing setup, including turnaround, quality, rework, SLA adherence, and exception handling.","billing setup form, contract details, and master data rules","If weak, day-to-day performance in billing setup creates avoidable delay, rework, and customer or commercial friction.",Scores 1-2 = Critical / Weak; Score 3 = Developing; Scores 4-5 = Strong / Managed
Q-D05-04-03,D05,WF-D05-04,ST-D05-04-03,"Is billing setup controlled through defined KPIs, timely exception visibility, and management review so issues are identified early and corrected before they materially affect billing error / credit note leakage?",control,visibility_control,"The business has weak visibility over billing setup. KPIs such as setup accuracy, invoice failure rate, and setup turnaround time are absent, unreliable, or reviewed too late, so issues are usually discovered after they have already affected performance, customers, or revenue.","Basic reporting exists for billing setup, but KPI definitions, data quality, review cadence, or action follow-through are not yet strong enough to provide full control. Some issues are surfaced in time, but others still remain hidden or unresolved for too long.","Billing Setup is actively controlled through trusted KPIs such as setup accuracy, invoice failure rate, and setup turnaround time, regular review, clear thresholds, and owned corrective actions. Exceptions are visible early and leaders can intervene before the issue becomes material.",Billing Setup Accuracy,Contract-to-Billing Setup Quality,Billing Error / Credit Note Leakage,weak_workflow_visibility_and_control,REC-D05-04-03,ACT-D05-04-03,Billing / Finance Operations,Yes,Yes,Phase 2,High,"Look for trusted KPI visibility over billing setup, including metric definitions, review cadence, escalation, and closure of corrective actions.","billing setup form, contract details, and master data rules","If weak, leaders cannot see performance issues in billing setup early enough to protect billing error / credit note leakage.",Scores 1-2 = Critical / Weak; Score 3 = Developing; Scores 4-5 = Strong / Managed
Q-D05-05-01,D05,WF-D05-05,ST-D05-05-01,"Is invoice generation designed as a clear end-to-end operating process—with documented scope, trigger points, required inputs, decision rights, systems, and ownership—so that invoices are created on time, in full, and aligned to the commercial agreement?",process,definition,"There is no single agreed operating design for invoice generation. Key elements such as invoice run logic, exception handling, approvals, and issue resolution rules are unclear, poorly documented, or owned informally, and evidence such as invoice run calendar, exception queue, and invoice generation rules is missing, outdated, or not used in practice.","A baseline design exists for invoice generation, but it is not yet complete or consistently adopted. Some ownership, documentation, or handoff rules are defined, but teams still rely on local workarounds or individual interpretation in important areas.","Invoice Generation is defined as a controlled end-to-end process. Scope, triggers, entry and exit criteria, ownership, decision rights, system steps, and handoffs are documented, current, and used consistently by the teams involved.",Billing Workflow Speed,Invoice Accuracy,Billing Error / Credit Note Leakage,unclear_workflow_definition,REC-D05-05-01,ACT-D05-05-01,Billing / Finance Operations,No,No,Phase 2,High,"Look for documented standards, ownership, decision rights, entry/exit criteria, required systems, and handoff rules for invoice generation.","invoice run calendar, exception queue, and invoice generation rules","If weak, invoice generation becomes dependent on tribal knowledge and makes it harder to scale with strong invoice readiness, billing accuracy, and revenue capture completeness.",Scores 1-2 = Critical / Weak; Score 3 = Developing; Scores 4-5 = Strong / Managed
Q-D05-05-02,D05,WF-D05-05,ST-D05-05-02,"Does invoice generation run consistently in practice, meeting expected turnaround, quality, and handoff standards so that invoices are produced on schedule and align to approved commercial and delivery data without avoidable delay, rework, or dependence on individual heroics?",quality,execution,"Invoice Generation is executed inconsistently and is regularly affected by late invoice runs, manual corrections, incomplete billing, and avoidable disputes. Work is often delayed, reworked, or completed through manual chasing, with limited confidence in turnaround, quality, or downstream readiness.","Invoice Generation usually happens, but performance is still uneven. The team can complete routine work, yet exceptions, delays, quality misses, or inconsistent adherence to standards still create friction often enough to affect business performance.","Invoice Generation runs predictably and at the expected quality level. Turnaround, handoffs, and exception handling are controlled, and teams rarely need to rely on ad hoc workarounds to complete the workflow successfully.",Billing Workflow Speed,Invoice Accuracy,Billing Error / Credit Note Leakage,inconsistent_workflow_execution,REC-D05-05-02,ACT-D05-05-02,Billing / Finance Operations,Yes,No,Phase 1,High,"Look for evidence of real operating discipline in invoice generation, including turnaround, quality, rework, SLA adherence, and exception handling.","invoice run calendar, exception queue, and invoice generation rules","If weak, day-to-day performance in invoice generation creates avoidable delay, rework, and customer or commercial friction.",Scores 1-2 = Critical / Weak; Score 3 = Developing; Scores 4-5 = Strong / Managed
Q-D05-05-03,D05,WF-D05-05,ST-D05-05-03,"Is invoice generation controlled through defined KPIs, timely exception visibility, and management review so issues are identified early and corrected before they materially affect billing error / credit note leakage?",control,visibility_control,"The business has weak visibility over invoice generation. KPIs such as invoice-on-time rate, invoice error rate, and billing throughput are absent, unreliable, or reviewed too late, so issues are usually discovered after they have already affected performance, customers, or revenue.","Basic reporting exists for invoice generation, but KPI definitions, data quality, review cadence, or action follow-through are not yet strong enough to provide full control. Some issues are surfaced in time, but others still remain hidden or unresolved for too long.","Invoice Generation is actively controlled through trusted KPIs such as invoice-on-time rate, invoice error rate, and billing throughput, regular review, clear thresholds, and owned corrective actions. Exceptions are visible early and leaders can intervene before the issue becomes material.",Billing Workflow Speed,Invoice Accuracy,Billing Error / Credit Note Leakage,weak_workflow_visibility_and_control,REC-D05-05-03,ACT-D05-05-03,Billing / Finance Operations,Yes,Yes,Phase 2,High,"Look for trusted KPI visibility over invoice generation, including metric definitions, review cadence, escalation, and closure of corrective actions.","invoice run calendar, exception queue, and invoice generation rules","If weak, leaders cannot see performance issues in invoice generation early enough to protect billing error / credit note leakage.",Scores 1-2 = Critical / Weak; Score 3 = Developing; Scores 4-5 = Strong / Managed
Q-D05-06-01,D05,WF-D05-06,ST-D05-06-01,"Is invoice review and release designed as a clear end-to-end operating process—with documented scope, trigger points, required inputs, decision rights, systems, and ownership—so that billing exceptions are resolved and invoices are approved without slowing cash?",process,definition,"There is no single agreed operating design for invoice review and release. Key elements such as invoice run logic, exception handling, approvals, and issue resolution rules are unclear, poorly documented, or owned informally, and evidence such as invoice run calendar, exception queue, and invoice generation rules is missing, outdated, or not used in practice.","A baseline design exists for invoice review and release, but it is not yet complete or consistently adopted. Some ownership, documentation, or handoff rules are defined, but teams still rely on local workarounds or individual interpretation in important areas.","Invoice Review and Release is defined as a controlled end-to-end process. Scope, triggers, entry and exit criteria, ownership, decision rights, system steps, and handoffs are documented, current, and used consistently by the teams involved.",Invoice Accuracy,Order Entry Accuracy,Billing Error / Credit Note Leakage,unclear_workflow_definition,REC-D05-06-01,ACT-D05-06-01,Billing / Finance Operations,No,No,Phase 2,High,"Look for documented standards, ownership, decision rights, entry/exit criteria, required systems, and handoff rules for invoice review and release.","invoice run calendar, exception queue, and invoice generation rules","If weak, invoice review and release becomes dependent on tribal knowledge and makes it harder to scale with strong invoice readiness, billing accuracy, and revenue capture completeness.",Scores 1-2 = Critical / Weak; Score 3 = Developing; Scores 4-5 = Strong / Managed
