roadmap_id,domain_id,workflow_id,question_id,recommendation_id,action_id,transformation_id,phase_number,phase_name,milestone_name,milestone_description,owner_role,dependency,indicative_timeline,target_outcome,kpi_focus,automation_or_ai_opportunity
RDM-D05-05-03,D05,WF-D05-05,Q-D05-05-03,REC-D05-05-03,ACT-D05-05-03,TRN-D05-05-03,3,"Visibility, Automation, and Control",Introduce KPI control and transformation for Invoice Generation,"Create trusted KPI visibility over invoice generation, embed review and escalation, and prioritise automation or intelligence use cases with measurable payback.",Billing / Finance Operations,"WF-D05-05 agreed process design, data definitions, and owner accountability","2-6 weeks to define KPIs, build visibility, and embed review cadence",Leadership can manage invoice generation proactively and protect billing error / credit note leakage with earlier intervention.,"invoice-on-time rate, invoice error rate, and billing throughput",prediction of invoice exceptions before release
RDM-D05-06-01,D05,WF-D05-06,Q-D05-06-01,REC-D05-06-01,ACT-D05-06-01,TRN-D05-06-01,1,Design and Ownership Reset,Standardise Invoice Review and Release,"Define the future-state operating standard for invoice review and release, including roles, decision rights, system steps, handoffs, and evidence requirements.",Billing / Finance Operations,,"2-4 weeks to design and align, depending on complexity",Invoice Review and Release can be run from a clear standard rather than tribal knowledge.,"invoice-on-time rate, invoice error rate, and billing throughput",scheduled invoice runs and exception queues
RDM-D05-06-02,D05,WF-D05-06,Q-D05-06-02,REC-D05-06-02,ACT-D05-06-02,TRN-D05-06-02,2,Execution Stabilisation,Stabilise execution of Invoice Review and Release,"Remove the most material points of delay, rework, and inconsistency in invoice review and release and embed service-quality expectations.",Billing / Finance Operations,"WF-D05-06 future-state standard, ownership, and service expectations",4-8 weeks to stabilise and embed,"Invoice Review and Release operates with better predictability, lower friction, and less leakage into downstream teams.","invoice-on-time rate, invoice error rate, and billing throughput",scheduled invoice runs and exception queues
RDM-D05-06-03,D05,WF-D05-06,Q-D05-06-03,REC-D05-06-03,ACT-D05-06-03,TRN-D05-06-03,3,"Visibility, Automation, and Control",Introduce KPI control and transformation for Invoice Review and Release,"Create trusted KPI visibility over invoice review and release, embed review and escalation, and prioritise automation or intelligence use cases with measurable payback.",Billing / Finance Operations,"WF-D05-06 agreed process design, data definitions, and owner accountability","2-6 weeks to define KPIs, build visibility, and embed review cadence",Leadership can manage invoice review and release proactively and protect billing error / credit note leakage with earlier intervention.,"invoice-on-time rate, invoice error rate, and billing throughput",prediction of invoice exceptions before release
RDM-D05-07-01,D05,WF-D05-07,Q-D05-07-01,REC-D05-07-01,ACT-D05-07-01,TRN-D05-07-01,1,Design and Ownership Reset,Standardise Credit Note Management,"Define the future-state operating standard for credit note management, including roles, decision rights, system steps, handoffs, and evidence requirements.",Billing / Finance Operations,,"2-4 weeks to design and align, depending on complexity",Credit Note Management can be run from a clear standard rather than tribal knowledge.,"credit note value, dispute aging, and repeat dispute rate",approval routing and dispute escalation
RDM-D05-07-02,D05,WF-D05-07,Q-D05-07-02,REC-D05-07-02,ACT-D05-07-02,TRN-D05-07-02,2,Execution Stabilisation,Stabilise execution of Credit Note Management,"Remove the most material points of delay, rework, and inconsistency in credit note management and embed service-quality expectations.",Billing / Finance Operations,"WF-D05-07 future-state standard, ownership, and service expectations",4-8 weeks to stabilise and embed,"Credit Note Management operates with better predictability, lower friction, and less leakage into downstream teams.","credit note value, dispute aging, and repeat dispute rate",approval routing and dispute escalation
RDM-D05-07-03,D05,WF-D05-07,Q-D05-07-03,REC-D05-07-03,ACT-D05-07-03,TRN-D05-07-03,3,"Visibility, Automation, and Control",Introduce KPI control and transformation for Credit Note Management,"Create trusted KPI visibility over credit note management, embed review and escalation, and prioritise automation or intelligence use cases with measurable payback.",Billing / Finance Operations,"WF-D05-07 agreed process design, data definitions, and owner accountability","2-6 weeks to define KPIs, build visibility, and embed review cadence",Leadership can manage credit note management proactively and protect billing error / credit note leakage with earlier intervention.,"credit note value, dispute aging, and repeat dispute rate",root-cause clustering on dispute and credit-note reasons
RDM-D05-08-01,D05,WF-D05-08,Q-D05-08-01,REC-D05-08-01,ACT-D05-08-01,TRN-D05-08-01,1,Design and Ownership Reset,Standardise Billing Dispute Handling,"Define the future-state operating standard for billing dispute handling, including roles, decision rights, system steps, handoffs, and evidence requirements.",Billing / Finance Operations,,"2-4 weeks to design and align, depending on complexity",Billing Dispute Handling can be run from a clear standard rather than tribal knowledge.,"credit note value, dispute aging, and repeat dispute rate",approval routing and dispute escalation
RDM-D05-08-02,D05,WF-D05-08,Q-D05-08-02,REC-D05-08-02,ACT-D05-08-02,TRN-D05-08-02,2,Execution Stabilisation,Stabilise execution of Billing Dispute Handling,"Remove the most material points of delay, rework, and inconsistency in billing dispute handling and embed service-quality expectations.",Billing / Finance Operations,"WF-D05-08 future-state standard, ownership, and service expectations",4-8 weeks to stabilise and embed,"Billing Dispute Handling operates with better predictability, lower friction, and less leakage into downstream teams.","credit note value, dispute aging, and repeat dispute rate",approval routing and dispute escalation
RDM-D05-08-03,D05,WF-D05-08,Q-D05-08-03,REC-D05-08-03,ACT-D05-08-03,TRN-D05-08-03,3,"Visibility, Automation, and Control",Introduce KPI control and transformation for Billing Dispute Handling,"Create trusted KPI visibility over billing dispute handling, embed review and escalation, and prioritise automation or intelligence use cases with measurable payback.",Billing / Finance Operations,"WF-D05-08 agreed process design, data definitions, and owner accountability","2-6 weeks to define KPIs, build visibility, and embed review cadence",Leadership can manage billing dispute handling proactively and protect billing error / credit note leakage with earlier intervention.,"credit note value, dispute aging, and repeat dispute rate",root-cause clustering on dispute and credit-note reasons
RDM-D06-01-01,D06,WF-D06-01,Q-D06-01-01,REC-D06-01-01,ACT-D06-01-01,TRN-D06-01-01,1,Design and Ownership Reset,Standardise Credit Control,"Define the future-state operating standard for credit control, including roles, decision rights, system steps, handoffs, and evidence requirements.",Credit Control / Finance,,"2-4 weeks to design and align, depending on complexity",Credit Control can be run from a clear standard rather than tribal knowledge.,"over-limit exposure, high-risk debtor balance, and credit-review completion",credit-hold triggers and review reminders
RDM-D06-01-02,D06,WF-D06-01,Q-D06-01-02,REC-D06-01-02,ACT-D06-01-02,TRN-D06-01-02,2,Execution Stabilisation,Stabilise execution of Credit Control,"Remove the most material points of delay, rework, and inconsistency in credit control and embed service-quality expectations.",Credit Control / Finance,"WF-D06-01 future-state standard, ownership, and service expectations",4-8 weeks to stabilise and embed,"Credit Control operates with better predictability, lower friction, and less leakage into downstream teams.","over-limit exposure, high-risk debtor balance, and credit-review completion",credit-hold triggers and review reminders
RDM-D06-01-03,D06,WF-D06-01,Q-D06-01-03,REC-D06-01-03,ACT-D06-01-03,TRN-D06-01-03,3,"Visibility, Automation, and Control",Introduce KPI control and transformation for Credit Control,"Create trusted KPI visibility over credit control, embed review and escalation, and prioritise automation or intelligence use cases with measurable payback.",Credit Control / Finance,"WF-D06-01 agreed process design, data definitions, and owner accountability","2-6 weeks to define KPIs, build visibility, and embed review cadence",Leadership can manage credit control proactively and protect bad debt / collections leakage with earlier intervention.,"over-limit exposure, high-risk debtor balance, and credit-review completion",payment-risk prediction and risk segmentation
RDM-D06-02-01,D06,WF-D06-02,Q-D06-02-01,REC-D06-02-01,ACT-D06-02-01,TRN-D06-02-01,1,Design and Ownership Reset,Standardise Payment Terms Setup,"Define the future-state operating standard for payment terms setup, including roles, decision rights, system steps, handoffs, and evidence requirements.",Credit Control / Finance,,"2-4 weeks to design and align, depending on complexity",Payment Terms Setup can be run from a clear standard rather than tribal knowledge.,"average payment terms, terms exception rate, and cash-conversion impact",terms approval workflows and mismatch checks
RDM-D06-02-02,D06,WF-D06-02,Q-D06-02-02,REC-D06-02-02,ACT-D06-02-02,TRN-D06-02-02,2,Execution Stabilisation,Stabilise execution of Payment Terms Setup,"Remove the most material points of delay, rework, and inconsistency in payment terms setup and embed service-quality expectations.",Credit Control / Finance,"WF-D06-02 future-state standard, ownership, and service expectations",4-8 weeks to stabilise and embed,"Payment Terms Setup operates with better predictability, lower friction, and less leakage into downstream teams.","average payment terms, terms exception rate, and cash-conversion impact",terms approval workflows and mismatch checks
RDM-D06-02-03,D06,WF-D06-02,Q-D06-02-03,REC-D06-02-03,ACT-D06-02-03,TRN-D06-02-03,3,"Visibility, Automation, and Control",Introduce KPI control and transformation for Payment Terms Setup,"Create trusted KPI visibility over payment terms setup, embed review and escalation, and prioritise automation or intelligence use cases with measurable payback.",Credit Control / Finance,"WF-D06-02 agreed process design, data definitions, and owner accountability","2-6 weeks to define KPIs, build visibility, and embed review cadence",Leadership can manage payment terms setup proactively and protect bad debt / collections leakage with earlier intervention.,"average payment terms, terms exception rate, and cash-conversion impact",flagging of risky terms in contract drafts
RDM-D06-03-01,D06,WF-D06-03,Q-D06-03-01,REC-D06-03-01,ACT-D06-03-01,TRN-D06-03-01,1,Design and Ownership Reset,Standardise Collections Follow-Up,"Define the future-state operating standard for collections follow-up, including roles, decision rights, system steps, handoffs, and evidence requirements.",Credit Control / Finance,,"2-4 weeks to design and align, depending on complexity",Collections Follow-Up can be run from a clear standard rather than tribal knowledge.,"DSO, collections effectiveness index, and promise-to-pay kept rate",collector task queues and reminder workflows
RDM-D06-03-02,D06,WF-D06-03,Q-D06-03-02,REC-D06-03-02,ACT-D06-03-02,TRN-D06-03-02,2,Execution Stabilisation,Stabilise execution of Collections Follow-Up,"Remove the most material points of delay, rework, and inconsistency in collections follow-up and embed service-quality expectations.",Credit Control / Finance,"WF-D06-03 future-state standard, ownership, and service expectations",4-8 weeks to stabilise and embed,"Collections Follow-Up operates with better predictability, lower friction, and less leakage into downstream teams.","DSO, collections effectiveness index, and promise-to-pay kept rate",collector task queues and reminder workflows
RDM-D06-03-03,D06,WF-D06-03,Q-D06-03-03,REC-D06-03-03,ACT-D06-03-03,TRN-D06-03-03,3,"Visibility, Automation, and Control",Introduce KPI control and transformation for Collections Follow-Up,"Create trusted KPI visibility over collections follow-up, embed review and escalation, and prioritise automation or intelligence use cases with measurable payback.",Credit Control / Finance,"WF-D06-03 agreed process design, data definitions, and owner accountability","2-6 weeks to define KPIs, build visibility, and embed review cadence",Leadership can manage collections follow-up proactively and protect bad debt / collections leakage with earlier intervention.,"DSO, collections effectiveness index, and promise-to-pay kept rate",collections prioritization based on payment behaviour
RDM-D06-04-01,D06,WF-D06-04,Q-D06-04-01,REC-D06-04-01,ACT-D06-04-01,TRN-D06-04-01,1,Design and Ownership Reset,Standardise Dispute Resolution,"Define the future-state operating standard for dispute resolution, including roles, decision rights, system steps, handoffs, and evidence requirements.",Credit Control / Finance,,"2-4 weeks to design and align, depending on complexity",Dispute Resolution can be run from a clear standard rather than tribal knowledge.,"dispute aging, resolved disputes per period, and cash blocked by dispute","case routing, owner reminders, and escalation timers"
RDM-D06-04-02,D06,WF-D06-04,Q-D06-04-02,REC-D06-04-02,ACT-D06-04-02,TRN-D06-04-02,2,Execution Stabilisation,Stabilise execution of Dispute Resolution,"Remove the most material points of delay, rework, and inconsistency in dispute resolution and embed service-quality expectations.",Credit Control / Finance,"WF-D06-04 future-state standard, ownership, and service expectations",4-8 weeks to stabilise and embed,"Dispute Resolution operates with better predictability, lower friction, and less leakage into downstream teams.","dispute aging, resolved disputes per period, and cash blocked by dispute","case routing, owner reminders, and escalation timers"
RDM-D06-04-03,D06,WF-D06-04,Q-D06-04-03,REC-D06-04-03,ACT-D06-04-03,TRN-D06-04-03,3,"Visibility, Automation, and Control",Introduce KPI control and transformation for Dispute Resolution,"Create trusted KPI visibility over dispute resolution, embed review and escalation, and prioritise automation or intelligence use cases with measurable payback.",Credit Control / Finance,"WF-D06-04 agreed process design, data definitions, and owner accountability","2-6 weeks to define KPIs, build visibility, and embed review cadence",Leadership can manage dispute resolution proactively and protect bad debt / collections leakage with earlier intervention.,"dispute aging, resolved disputes per period, and cash blocked by dispute",reason-code clustering and resolution next-best action
RDM-D06-05-01,D06,WF-D06-05,Q-D06-05-01,REC-D06-05-01,ACT-D06-05-01,TRN-D06-05-01,1,Design and Ownership Reset,Standardise Escalation Management,"Define the future-state operating standard for escalation management, including roles, decision rights, system steps, handoffs, and evidence requirements.",Credit Control / Finance,,"2-4 weeks to design and align, depending on complexity",Escalation Management can be run from a clear standard rather than tribal knowledge.,"DSO, collections effectiveness index, and promise-to-pay kept rate",collector task queues and reminder workflows
RDM-D06-05-02,D06,WF-D06-05,Q-D06-05-02,REC-D06-05-02,ACT-D06-05-02,TRN-D06-05-02,2,Execution Stabilisation,Stabilise execution of Escalation Management,"Remove the most material points of delay, rework, and inconsistency in escalation management and embed service-quality expectations.",Credit Control / Finance,"WF-D06-05 future-state standard, ownership, and service expectations",4-8 weeks to stabilise and embed,"Escalation Management operates with better predictability, lower friction, and less leakage into downstream teams.","DSO, collections effectiveness index, and promise-to-pay kept rate",collector task queues and reminder workflows
RDM-D06-05-03,D06,WF-D06-05,Q-D06-05-03,REC-D06-05-03,ACT-D06-05-03,TRN-D06-05-03,3,"Visibility, Automation, and Control",Introduce KPI control and transformation for Escalation Management,"Create trusted KPI visibility over escalation management, embed review and escalation, and prioritise automation or intelligence use cases with measurable payback.",Credit Control / Finance,"WF-D06-05 agreed process design, data definitions, and owner accountability","2-6 weeks to define KPIs, build visibility, and embed review cadence",Leadership can manage escalation management proactively and protect bad debt / collections leakage with earlier intervention.,"DSO, collections effectiveness index, and promise-to-pay kept rate",collections prioritization based on payment behaviour
RDM-D06-06-01,D06,WF-D06-06,Q-D06-06-01,REC-D06-06-01,ACT-D06-06-01,TRN-D06-06-01,1,Design and Ownership Reset,Standardise Bad Debt Review,"Define the future-state operating standard for bad debt review, including roles, decision rights, system steps, handoffs, and evidence requirements.",Credit Control / Finance,,"2-4 weeks to design and align, depending on complexity",Bad Debt Review can be run from a clear standard rather than tribal knowledge.,"bad debt rate, recovery rate, and write-off aging",review calendars and threshold alerts
RDM-D06-06-02,D06,WF-D06-06,Q-D06-06-02,REC-D06-06-02,ACT-D06-06-02,TRN-D06-06-02,2,Execution Stabilisation,Stabilise execution of Bad Debt Review,"Remove the most material points of delay, rework, and inconsistency in bad debt review and embed service-quality expectations.",Credit Control / Finance,"WF-D06-06 future-state standard, ownership, and service expectations",4-8 weeks to stabilise and embed,"Bad Debt Review operates with better predictability, lower friction, and less leakage into downstream teams.","bad debt rate, recovery rate, and write-off aging",review calendars and threshold alerts
RDM-D06-06-03,D06,WF-D06-06,Q-D06-06-03,REC-D06-06-03,ACT-D06-06-03,TRN-D06-06-03,3,"Visibility, Automation, and Control",Introduce KPI control and transformation for Bad Debt Review,"Create trusted KPI visibility over bad debt review, embed review and escalation, and prioritise automation or intelligence use cases with measurable payback.",Credit Control / Finance,"WF-D06-06 agreed process design, data definitions, and owner accountability","2-6 weeks to define KPIs, build visibility, and embed review cadence",Leadership can manage bad debt review proactively and protect bad debt / collections leakage with earlier intervention.,"bad debt rate, recovery rate, and write-off aging",prediction of likely write-off candidates
RDM-D07-01-01,D07,WF-D07-01,Q-D07-01-01,REC-D07-01-01,ACT-D07-01-01,TRN-D07-01-01,1,Design and Ownership Reset,Standardise Customer Onboarding Success,"Define the future-state operating standard for customer onboarding success, including roles, decision rights, system steps, handoffs, and evidence requirements.",Customer Success / Account Management,,"2-4 weeks to design and align, depending on complexity",Customer Onboarding Success can be run from a clear standard rather than tribal knowledge.,"time to go-live, time to first value, and onboarding completion rate",customer onboarding task orchestration and reminders
RDM-D07-01-02,D07,WF-D07-01,Q-D07-01-02,REC-D07-01-02,ACT-D07-01-02,TRN-D07-01-02,2,Execution Stabilisation,Stabilise execution of Customer Onboarding Success,"Remove the most material points of delay, rework, and inconsistency in customer onboarding success and embed service-quality expectations.",Customer Success / Account Management,"WF-D07-01 future-state standard, ownership, and service expectations",4-8 weeks to stabilise and embed,"Customer Onboarding Success operates with better predictability, lower friction, and less leakage into downstream teams.","time to go-live, time to first value, and onboarding completion rate",customer onboarding task orchestration and reminders
RDM-D07-01-03,D07,WF-D07-01,Q-D07-01-03,REC-D07-01-03,ACT-D07-01-03,TRN-D07-01-03,3,"Visibility, Automation, and Control",Introduce KPI control and transformation for Customer Onboarding Success,"Create trusted KPI visibility over customer onboarding success, embed review and escalation, and prioritise automation or intelligence use cases with measurable payback.",Customer Success / Account Management,"WF-D07-01 agreed process design, data definitions, and owner accountability","2-6 weeks to define KPIs, build visibility, and embed review cadence",Leadership can manage customer onboarding success proactively and protect revenue churn leakage with earlier intervention.,"time to go-live, time to first value, and onboarding completion rate",risk detection from onboarding milestone slippage
RDM-D07-02-01,D07,WF-D07-02,Q-D07-02-01,REC-D07-02-01,ACT-D07-02-01,TRN-D07-02-01,1,Design and Ownership Reset,Standardise Product / Service Adoption,"Define the future-state operating standard for product / service adoption, including roles, decision rights, system steps, handoffs, and evidence requirements.",Customer Success / Account Management,,"2-4 weeks to design and align, depending on complexity",Product / Service Adoption can be run from a clear standard rather than tribal knowledge.,"time to value, adoption depth, and health score coverage",playbooks and lifecycle-triggered tasks
RDM-D07-02-02,D07,WF-D07-02,Q-D07-02-02,REC-D07-02-02,ACT-D07-02-02,TRN-D07-02-02,2,Execution Stabilisation,Stabilise execution of Product / Service Adoption,"Remove the most material points of delay, rework, and inconsistency in product / service adoption and embed service-quality expectations.",Customer Success / Account Management,"WF-D07-02 future-state standard, ownership, and service expectations",4-8 weeks to stabilise and embed,"Product / Service Adoption operates with better predictability, lower friction, and less leakage into downstream teams.","time to value, adoption depth, and health score coverage",playbooks and lifecycle-triggered tasks
RDM-D07-02-03,D07,WF-D07-02,Q-D07-02-03,REC-D07-02-03,ACT-D07-02-03,TRN-D07-02-03,3,"Visibility, Automation, and Control",Introduce KPI control and transformation for Product / Service Adoption,"Create trusted KPI visibility over product / service adoption, embed review and escalation, and prioritise automation or intelligence use cases with measurable payback.",Customer Success / Account Management,"WF-D07-02 agreed process design, data definitions, and owner accountability","2-6 weeks to define KPIs, build visibility, and embed review cadence",Leadership can manage product / service adoption proactively and protect revenue churn leakage with earlier intervention.,"time to value, adoption depth, and health score coverage",churn-risk and adoption-opportunity scoring
RDM-D07-03-01,D07,WF-D07-03,Q-D07-03-01,REC-D07-03-01,ACT-D07-03-01,TRN-D07-03-01,1,Design and Ownership Reset,Standardise Success Management,"Define the future-state operating standard for success management, including roles, decision rights, system steps, handoffs, and evidence requirements.",Customer Success / Account Management,,"2-4 weeks to design and align, depending on complexity",Success Management can be run from a clear standard rather than tribal knowledge.,"time to value, adoption depth, and health score coverage",playbooks and lifecycle-triggered tasks
RDM-D07-03-02,D07,WF-D07-03,Q-D07-03-02,REC-D07-03-02,ACT-D07-03-02,TRN-D07-03-02,2,Execution Stabilisation,Stabilise execution of Success Management,"Remove the most material points of delay, rework, and inconsistency in success management and embed service-quality expectations.",Customer Success / Account Management,"WF-D07-03 future-state standard, ownership, and service expectations",4-8 weeks to stabilise and embed,"Success Management operates with better predictability, lower friction, and less leakage into downstream teams.","time to value, adoption depth, and health score coverage",playbooks and lifecycle-triggered tasks
RDM-D07-03-03,D07,WF-D07-03,Q-D07-03-03,REC-D07-03-03,ACT-D07-03-03,TRN-D07-03-03,3,"Visibility, Automation, and Control",Introduce KPI control and transformation for Success Management,"Create trusted KPI visibility over success management, embed review and escalation, and prioritise automation or intelligence use cases with measurable payback.",Customer Success / Account Management,"WF-D07-03 agreed process design, data definitions, and owner accountability","2-6 weeks to define KPIs, build visibility, and embed review cadence",Leadership can manage success management proactively and protect revenue churn leakage with earlier intervention.,"time to value, adoption depth, and health score coverage",churn-risk and adoption-opportunity scoring
RDM-D07-04-01,D07,WF-D07-04,Q-D07-04-01,REC-D07-04-01,ACT-D07-04-01,TRN-D07-04-01,1,Design and Ownership Reset,Standardise Renewal Management,"Define the future-state operating standard for renewal management, including roles, decision rights, system steps, handoffs, and evidence requirements.",Customer Success / Account Management,,"2-4 weeks to design and align, depending on complexity",Renewal Management can be run from a clear standard rather than tribal knowledge.,"on-time renewal start, gross renewal rate, and renewal forecast accuracy",renewal alerts and task orchestration
RDM-D07-04-02,D07,WF-D07-04,Q-D07-04-02,REC-D07-04-02,ACT-D07-04-02,TRN-D07-04-02,2,Execution Stabilisation,Stabilise execution of Renewal Management,"Remove the most material points of delay, rework, and inconsistency in renewal management and embed service-quality expectations.",Customer Success / Account Management,"WF-D07-04 future-state standard, ownership, and service expectations",4-8 weeks to stabilise and embed,"Renewal Management operates with better predictability, lower friction, and less leakage into downstream teams.","on-time renewal start, gross renewal rate, and renewal forecast accuracy",renewal alerts and task orchestration
RDM-D07-04-03,D07,WF-D07-04,Q-D07-04-03,REC-D07-04-03,ACT-D07-04-03,TRN-D07-04-03,3,"Visibility, Automation, and Control",Introduce KPI control and transformation for Renewal Management,"Create trusted KPI visibility over renewal management, embed review and escalation, and prioritise automation or intelligence use cases with measurable payback.",Customer Success / Account Management,"WF-D07-04 agreed process design, data definitions, and owner accountability","2-6 weeks to define KPIs, build visibility, and embed review cadence",Leadership can manage renewal management proactively and protect revenue churn leakage with earlier intervention.,"on-time renewal start, gross renewal rate, and renewal forecast accuracy",renewal risk and pricing recommendation support
RDM-D07-05-01,D07,WF-D07-05,Q-D07-05-01,REC-D07-05-01,ACT-D07-05-01,TRN-D07-05-01,1,Design and Ownership Reset,Standardise Churn Prevention,"Define the future-state operating standard for churn prevention, including roles, decision rights, system steps, handoffs, and evidence requirements.",Customer Success / Account Management,,"2-4 weeks to design and align, depending on complexity",Churn Prevention can be run from a clear standard rather than tribal knowledge.,"logo churn, save rate, and at-risk intervention lead time",risk-triggered playbooks and escalations
RDM-D07-05-02,D07,WF-D07-05,Q-D07-05-02,REC-D07-05-02,ACT-D07-05-02,TRN-D07-05-02,2,Execution Stabilisation,Stabilise execution of Churn Prevention,"Remove the most material points of delay, rework, and inconsistency in churn prevention and embed service-quality expectations.",Customer Success / Account Management,"WF-D07-05 future-state standard, ownership, and service expectations",4-8 weeks to stabilise and embed,"Churn Prevention operates with better predictability, lower friction, and less leakage into downstream teams.","logo churn, save rate, and at-risk intervention lead time",risk-triggered playbooks and escalations
RDM-D07-05-03,D07,WF-D07-05,Q-D07-05-03,REC-D07-05-03,ACT-D07-05-03,TRN-D07-05-03,3,"Visibility, Automation, and Control",Introduce KPI control and transformation for Churn Prevention,"Create trusted KPI visibility over churn prevention, embed review and escalation, and prioritise automation or intelligence use cases with measurable payback.",Customer Success / Account Management,"WF-D07-05 agreed process design, data definitions, and owner accountability","2-6 weeks to define KPIs, build visibility, and embed review cadence",Leadership can manage churn prevention proactively and protect revenue churn leakage with earlier intervention.,"logo churn, save rate, and at-risk intervention lead time",churn propensity and save-offer prioritization
RDM-D07-06-01,D07,WF-D07-06,Q-D07-06-01,REC-D07-06-01,ACT-D07-06-01,TRN-D07-06-01,1,Design and Ownership Reset,Standardise Save Motions,"Define the future-state operating standard for save motions, including roles, decision rights, system steps, handoffs, and evidence requirements.",Customer Success / Account Management,,"2-4 weeks to design and align, depending on complexity",Save Motions can be run from a clear standard rather than tribal knowledge.,"logo churn, save rate, and at-risk intervention lead time",risk-triggered playbooks and escalations
RDM-D07-06-02,D07,WF-D07-06,Q-D07-06-02,REC-D07-06-02,ACT-D07-06-02,TRN-D07-06-02,2,Execution Stabilisation,Stabilise execution of Save Motions,"Remove the most material points of delay, rework, and inconsistency in save motions and embed service-quality expectations.",Customer Success / Account Management,"WF-D07-06 future-state standard, ownership, and service expectations",4-8 weeks to stabilise and embed,"Save Motions operates with better predictability, lower friction, and less leakage into downstream teams.","logo churn, save rate, and at-risk intervention lead time",risk-triggered playbooks and escalations
RDM-D07-06-03,D07,WF-D07-06,Q-D07-06-03,REC-D07-06-03,ACT-D07-06-03,TRN-D07-06-03,3,"Visibility, Automation, and Control",Introduce KPI control and transformation for Save Motions,"Create trusted KPI visibility over save motions, embed review and escalation, and prioritise automation or intelligence use cases with measurable payback.",Customer Success / Account Management,"WF-D07-06 agreed process design, data definitions, and owner accountability","2-6 weeks to define KPIs, build visibility, and embed review cadence",Leadership can manage save motions proactively and protect revenue churn leakage with earlier intervention.,"logo churn, save rate, and at-risk intervention lead time",churn propensity and save-offer prioritization
RDM-D07-07-01,D07,WF-D07-07,Q-D07-07-01,REC-D07-07-01,ACT-D07-07-01,TRN-D07-07-01,1,Design and Ownership Reset,Standardise Account Planning,"Define the future-state operating standard for account planning, including roles, decision rights, system steps, handoffs, and evidence requirements.",Customer Success / Account Management,,"2-4 weeks to design and align, depending on complexity",Account Planning can be run from a clear standard rather than tribal knowledge.,"plan coverage for priority accounts, expansion pipeline, and net revenue retention",account-review reminders and whitespace tasking
RDM-D07-07-02,D07,WF-D07-07,Q-D07-07-02,REC-D07-07-02,ACT-D07-07-02,TRN-D07-07-02,2,Execution Stabilisation,Stabilise execution of Account Planning,"Remove the most material points of delay, rework, and inconsistency in account planning and embed service-quality expectations.",Customer Success / Account Management,"WF-D07-07 future-state standard, ownership, and service expectations",4-8 weeks to stabilise and embed,"Account Planning operates with better predictability, lower friction, and less leakage into downstream teams.","plan coverage for priority accounts, expansion pipeline, and net revenue retention",account-review reminders and whitespace tasking
RDM-D07-07-03,D07,WF-D07-07,Q-D07-07-03,REC-D07-07-03,ACT-D07-07-03,TRN-D07-07-03,3,"Visibility, Automation, and Control",Introduce KPI control and transformation for Account Planning,"Create trusted KPI visibility over account planning, embed review and escalation, and prioritise automation or intelligence use cases with measurable payback.",Customer Success / Account Management,"WF-D07-07 agreed process design, data definitions, and owner accountability","2-6 weeks to define KPIs, build visibility, and embed review cadence",Leadership can manage account planning proactively and protect expansion revenue gap with earlier intervention.,"plan coverage for priority accounts, expansion pipeline, and net revenue retention",cross-sell opportunity suggestions from usage and segment patterns
RDM-D07-08-01,D07,WF-D07-08,Q-D07-08-01,REC-D07-08-01,ACT-D07-08-01,TRN-D07-08-01,1,Design and Ownership Reset,Standardise Expansion / Upsell / Cross-Sell,"Define the future-state operating standard for expansion / upsell / cross-sell, including roles, decision rights, system steps, handoffs, and evidence requirements.",Customer Success / Account Management,,"2-4 weeks to design and align, depending on complexity",Expansion / Upsell / Cross-Sell can be run from a clear standard rather than tribal knowledge.,"plan coverage for priority accounts, expansion pipeline, and net revenue retention",account-review reminders and whitespace tasking
RDM-D07-08-02,D07,WF-D07-08,Q-D07-08-02,REC-D07-08-02,ACT-D07-08-02,TRN-D07-08-02,2,Execution Stabilisation,Stabilise execution of Expansion / Upsell / Cross-Sell,"Remove the most material points of delay, rework, and inconsistency in expansion / upsell / cross-sell and embed service-quality expectations.",Customer Success / Account Management,"WF-D07-08 future-state standard, ownership, and service expectations",4-8 weeks to stabilise and embed,"Expansion / Upsell / Cross-Sell operates with better predictability, lower friction, and less leakage into downstream teams.","plan coverage for priority accounts, expansion pipeline, and net revenue retention",account-review reminders and whitespace tasking
RDM-D07-08-03,D07,WF-D07-08,Q-D07-08-03,REC-D07-08-03,ACT-D07-08-03,TRN-D07-08-03,3,"Visibility, Automation, and Control",Introduce KPI control and transformation for Expansion / Upsell / Cross-Sell,"Create trusted KPI visibility over expansion / upsell / cross-sell, embed review and escalation, and prioritise automation or intelligence use cases with measurable payback.",Customer Success / Account Management,"WF-D07-08 agreed process design, data definitions, and owner accountability","2-6 weeks to define KPIs, build visibility, and embed review cadence",Leadership can manage expansion / upsell / cross-sell proactively and protect expansion revenue gap with earlier intervention.,"plan coverage for priority accounts, expansion pipeline, and net revenue retention",cross-sell opportunity suggestions from usage and segment patterns
RDM-D08-01-01,D08,WF-D08-01,Q-D08-01-01,REC-D08-01-01,ACT-D08-01-01,TRN-D08-01-01,1,Design and Ownership Reset,Standardise Finance Operations,"Define the future-state operating standard for finance operations, including roles, decision rights, system steps, handoffs, and evidence requirements.",Functional Leadership / Operations,,"2-4 weeks to design and align, depending on complexity",Finance Operations can be run from a clear standard rather than tribal knowledge.,"process accuracy, close/process timeliness, and exception volume",workflow approvals and reconciliation alerts
